,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_filter__n,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,3.20119047164917,0.6853964484863402,0.19758386611938478,0.1575541844024113,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 2}",0.6,0.6285714285714286,0.6571428571428571,0.6714285714285714,0.675,0.6464285714285715,0.028392295591931137,215,0.6232142857142857,0.6785714285714286,0.675,0.6714285714285714,0.6651785714285714,0.6626785714285715,0.02022198238127438
1,2.5651930809020995,0.6998602860580532,0.1216017723083496,0.004902956242279953,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 3}",0.6428571428571429,0.6642857142857143,0.6357142857142857,0.6464285714285715,0.6535714285714286,0.6485714285714286,0.00974155835498989,207,0.65625,0.6758928571428572,0.6642857142857143,0.6758928571428572,0.66875,0.6682142857142856,0.007440238091428469
2,1.835097312927246,0.40257737135285143,0.1298527240753174,0.022139514334903958,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 4}",0.65,0.7071428571428572,0.5892857142857143,0.6535714285714286,0.6535714285714286,0.6507142857142857,0.037348332749718216,200,0.6660714285714285,0.6991071428571428,0.6205357142857143,0.7017857142857142,0.675,0.6725,0.029371607489727405
3,2.0043142795562745,0.09853364475981087,0.11496214866638184,0.004475986570449159,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 5}",0.6107142857142858,0.6821428571428572,0.6928571428571428,0.6642857142857143,0.6857142857142857,0.6671428571428571,0.029743804019510003,158,0.6491071428571429,0.6830357142857143,0.6910714285714286,0.6973214285714285,0.6875,0.6816071428571429,0.016908743662522575
4,1.9097927570343018,0.739213946040652,0.126700496673584,0.01670021609058246,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 6}",0.7,0.6035714285714285,0.6964285714285714,0.6821428571428572,0.6857142857142857,0.6735714285714286,0.035614145320908314,129,0.7196428571428571,0.6410714285714286,0.7,0.69375,0.7205357142857143,0.6950000000000001,0.028962722346393553
5,2.23001446723938,0.6306220943162453,0.16011743545532225,0.033379747100434,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 7}",0.7178571428571429,0.6928571428571428,0.7142857142857143,0.6857142857142857,0.7214285714285714,0.7064285714285714,0.014356965173029845,62,0.7258928571428571,0.6946428571428571,0.7205357142857143,0.7232142857142857,0.6741071428571429,0.7076785714285714,0.020176200872132795
6,1.945288848876953,0.4752594747763063,0.12323670387268067,0.019351923696806602,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 8}",0.6785714285714286,0.7142857142857143,0.5285714285714286,0.6928571428571428,0.7,0.6628571428571428,0.06812353724323636,167,0.7053571428571429,0.7035714285714286,0.5035714285714286,0.6946428571428571,0.6901785714285714,0.6594642857142857,0.07814739474942495
7,2.358436632156372,0.6003823687782431,0.13123021125793458,0.012904191266101456,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 9}",0.6892857142857143,0.7142857142857143,0.7607142857142857,0.6892857142857143,0.7107142857142857,0.7128571428571429,0.02610809554642437,46,0.7205357142857143,0.73125,0.7973214285714286,0.7071428571428572,0.7142857142857143,0.734107142857143,0.032583292012430966
8,1.9891619205474853,0.8473877982656308,0.12921276092529296,0.01309676955806676,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 10}",0.775,0.6607142857142857,0.6821428571428572,0.7035714285714286,0.75,0.7142857142857143,0.04237827706911808,44,0.7883928571428571,0.6955357142857143,0.6901785714285714,0.6830357142857143,0.7419642857142857,0.7198214285714286,0.0400350611645465
9,1.9819124221801758,0.48384669079708137,0.20558595657348633,0.15536907307533354,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 15}",0.7642857142857142,0.7892857142857143,0.7642857142857142,0.7571428571428571,0.7035714285714286,0.7557142857142857,0.028266227053441936,16,0.7866071428571428,0.8044642857142857,0.7535714285714286,0.7758928571428572,0.7401785714285715,0.7721428571428571,0.02295459137745916
