k,GMM,Kmeans
2,0.29660646366264903,0.2966011020812419
3,0.2620157094942456,0.3172027539000353
4,0.2918911979356565,0.3014624317892914
5,0.2893860340211128,0.30961983683948574
6,0.23586338800903286,0.2908248522290262
7,0.19151623220382377,0.30178659068791713
8,0.2034109551790163,0.2598204951179713
9,0.22403940565914948,0.2639919121066791
10,0.21986410386026542,0.25834437356885476
15,0.1699915764996431,0.2516486039232312
20,0.1467229921076701,0.24515274881706092
25,0.09218424171113776,0.22126388911206105
30,0.044251114364877976,0.21418060239967018
35,0.03208323264197814,0.22135341499457478
40,0.07515824339506404,0.22124177477730805
