k,GMM,Kmeans
2,0.03824746174183655,0.15151086329616492
3,0.056693075757958525,0.133654572976369
4,0.09789075962894897,0.13111387401743435
5,0.09675480226362491,0.1289261467347629
6,0.10175743339233961,0.1328531401347342
7,0.09390199100401429,0.13055660871801666
8,0.08963885676479916,0.12328567711034702
9,0.09897924148199164,0.12444861549700784
10,0.10098393613624286,0.11891093265649698
15,0.10022895201015933,0.11473625370470975
20,0.09467211060131894,0.1071525047931504
25,0.09301856767458455,0.10368559613006806
30,0.09350957123119165,0.09924961362759929
35,0.09874821666805678,0.09874821666805678
40,0.09418211476814844,0.0946005567560738
