,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,12.565738296508789,1.7089221428645065,0.014531993865966797,0.008266422338964312,relu,10.0,"(1000, 1000)",0.032,"{'NN__activation': 'relu', 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (1000, 1000), 'NN__learning_rate_init': 0.032}",0.48928571428571427,0.4642857142857143,0.5035714285714286,0.5214285714285715,0.5321428571428571,0.5021428571428571,0.023968516765089314,1,0.5125,0.5303571428571429,0.4982142857142857,0.5232142857142857,0.5178571428571429,0.5164285714285713,0.010856202966836195
