mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_MLP__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.6914010524749756,0.04132580733287289,0.021401071548461915,0.0047987978514155314,1,{'MLP__max_iter': 1},0.509375,0.5375,0.515625,0.5625,0.54375,0.53375,0.019304306514350614,22,0.5296875,0.5734375,0.5390625,0.5703125,0.55390625,0.5532812500000001,0.017062042118398388
0.6977993011474609,0.027651940640121758,0.015799760818481445,0.002993790786307837,2,{'MLP__max_iter': 2},0.546875,0.55,0.5625,0.625,0.6125,0.579375,0.03281101187101672,21,0.5921875,0.61796875,0.60078125,0.6140625,0.5984375,0.6046875,0.00974529133094541
0.7839990615844726,0.04357627374965528,0.01740093231201172,0.00313626401057061,4,{'MLP__max_iter': 4},0.603125,0.596875,0.596875,0.646875,0.61875,0.6125,0.018957188610128854,20,0.6515625,0.6328125,0.65546875,0.65234375,0.63515625,0.64546875,0.009496607124389236
0.7858000278472901,0.016436272995721354,0.022999382019042967,0.007924576219382915,8,{'MLP__max_iter': 8},0.653125,0.628125,0.63125,0.684375,0.646875,0.64875,0.020116846174288827,19,0.71171875,0.69140625,0.70390625,0.709375,0.7015625,0.70359375,0.007102073860852182
1.2747722625732423,0.18090349628186855,0.01785249710083008,0.0055142446892891255,16,{'MLP__max_iter': 16},0.675,0.6625,0.65,0.728125,0.678125,0.67875,0.02661942429880857,18,0.75625,0.7515625,0.7546875,0.7625,0.76953125,0.7589062500000001,0.006396715465768348
1.1730268001556396,0.03249639913354495,0.016652393341064452,0.006155282881855457,32,{'MLP__max_iter': 32},0.678125,0.734375,0.6875,0.75,0.7,0.71,0.02762754513162544,17,0.80078125,0.8,0.8,0.79296875,0.80859375,0.80046875,0.004955859852235531
1.9807815551757812,0.060056456213455546,0.01761603355407715,0.0025230518678009345,64,{'MLP__max_iter': 64},0.703125,0.74375,0.703125,0.775,0.671875,0.719375,0.03597959491156064,16,0.84609375,0.846875,0.83984375,0.828125,0.84453125,0.84109375,0.006928062274186051
2.774827766418457,0.09537796074314567,0.016318035125732423,0.0034811080537320684,128,{'MLP__max_iter': 128},0.70625,0.7125,0.725,0.784375,0.684375,0.7225,0.03362244414078193,15,0.91328125,0.903125,0.90078125,0.88828125,0.9140625,0.90390625,0.009439879666870763
4.924870014190674,0.043210867392732506,0.016220855712890624,0.003713259742490175,256,{'MLP__max_iter': 256},0.721875,0.740625,0.746875,0.76875,0.7125,0.738125,0.019704853463043053,14,0.978125,0.975,0.9765625,0.96640625,0.98359375,0.9759375,0.005577052592992116
8.72911033630371,0.12069713065808814,0.015486335754394532,0.0037501896369042027,512,{'MLP__max_iter': 512},0.725,0.740625,0.753125,0.790625,0.753125,0.7525,0.02168668946612186,13,1.0,0.99921875,1.0,0.99921875,1.0,0.9996875,0.00038273277230984986
9.639127588272094,0.5214503527822065,0.0182037353515625,0.004055523950796658,1024,{'MLP__max_iter': 1024},0.73125,0.734375,0.75625,0.79375,0.7625,0.755625,0.02256933760658473,1,1.0,1.0,1.0,0.99921875,1.0,0.9998437499999999,0.0003124999999999822
9.632265424728393,0.5273261901872369,0.014919185638427734,0.004390018751641836,2048,{'MLP__max_iter': 2048},0.73125,0.734375,0.75625,0.79375,0.7625,0.755625,0.02256933760658473,1,1.0,1.0,1.0,0.99921875,1.0,0.9998437499999999,0.0003124999999999822
9.604506826400756,0.5196588226238757,0.012960386276245118,0.0037492669719600353,2100,{'MLP__max_iter': 2100},0.73125,0.734375,0.75625,0.79375,0.7625,0.755625,0.02256933760658473,1,1.0,1.0,1.0,0.99921875,1.0,0.9998437499999999,0.0003124999999999822
9.591471719741822,0.5095799418213168,0.019591093063354492,0.0012961817994508215,2200,{'MLP__max_iter': 2200},0.73125,0.734375,0.75625,0.79375,0.7625,0.755625,0.02256933760658473,1,1.0,1.0,1.0,0.99921875,1.0,0.9998437499999999,0.0003124999999999822
9.54936499595642,0.5129382617818387,0.0158721923828125,0.003593733232054695,2300,{'MLP__max_iter': 2300},0.73125,0.734375,0.75625,0.79375,0.7625,0.755625,0.02256933760658473,1,1.0,1.0,1.0,0.99921875,1.0,0.9998437499999999,0.0003124999999999822
9.976866674423217,0.512966586788948,0.016869115829467773,0.0033790962295386254,2400,{'MLP__max_iter': 2400},0.73125,0.734375,0.75625,0.79375,0.7625,0.755625,0.02256933760658473,1,1.0,1.0,1.0,0.99921875,1.0,0.9998437499999999,0.0003124999999999822
10.298419857025147,0.5628368374796499,0.01797308921813965,0.003139780510805122,2500,{'MLP__max_iter': 2500},0.73125,0.734375,0.75625,0.79375,0.7625,0.755625,0.02256933760658473,1,1.0,1.0,1.0,0.99921875,1.0,0.9998437499999999,0.0003124999999999822
10.104975080490112,0.7142315307666978,0.01740117073059082,0.0004908948432462148,2600,{'MLP__max_iter': 2600},0.73125,0.734375,0.75625,0.79375,0.7625,0.755625,0.02256933760658473,1,1.0,1.0,1.0,0.99921875,1.0,0.9998437499999999,0.0003124999999999822
9.759965705871583,0.5032084167860451,0.01699981689453125,0.0014145159233499116,2700,{'MLP__max_iter': 2700},0.73125,0.734375,0.75625,0.79375,0.7625,0.755625,0.02256933760658473,1,1.0,1.0,1.0,0.99921875,1.0,0.9998437499999999,0.0003124999999999822
