mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_Boost__base_estimator__alpha,param_Boost__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
7.093222761154175,2.1525713930746573,0.013488245010375977,0.006760534961075746,-0.00031622776601683794,30,"{'Boost__base_estimator__alpha': -0.00031622776601683794, 'Boost__n_estimators': 30}",0.69375,0.584375,0.64375,0.696875,0.675,0.65875,0.04171143428365897,78,0.95078125,0.94609375,0.96484375,0.96953125,0.96171875,0.95859375,0.008783418326596992
7.060374593734741,2.1036974384018587,0.009307527542114257,0.0009844687006979953,-0.00031622776601683794,45,"{'Boost__base_estimator__alpha': -0.00031622776601683794, 'Boost__n_estimators': 45}",0.69375,0.584375,0.64375,0.696875,0.675,0.65875,0.04171143428365897,78,0.95078125,0.94609375,0.96484375,0.96953125,0.96171875,0.95859375,0.008783418326596992
7.01149001121521,2.2159402303610714,0.010079050064086914,0.0006354805891320123,-0.00031622776601683794,60,"{'Boost__base_estimator__alpha': -0.00031622776601683794, 'Boost__n_estimators': 60}",0.69375,0.584375,0.64375,0.696875,0.675,0.65875,0.04171143428365897,78,0.95078125,0.94609375,0.96484375,0.96953125,0.96171875,0.95859375,0.008783418326596992
7.016786336898804,2.113949846337214,0.007488155364990234,0.0028038938971301063,-0.00031622776601683794,80,"{'Boost__base_estimator__alpha': -0.00031622776601683794, 'Boost__n_estimators': 80}",0.69375,0.584375,0.64375,0.696875,0.675,0.65875,0.04171143428365897,78,0.95078125,0.94609375,0.96484375,0.96953125,0.96171875,0.95859375,0.008783418326596992
7.062927150726319,2.1546914030919737,0.010093116760253906,5.2573021278725905e-05,-0.00031622776601683794,100,"{'Boost__base_estimator__alpha': -0.00031622776601683794, 'Boost__n_estimators': 100}",0.69375,0.584375,0.64375,0.696875,0.675,0.65875,0.04171143428365897,78,0.95078125,0.94609375,0.96484375,0.96953125,0.96171875,0.95859375,0.008783418326596992
0.43175601959228516,0.05945887179863713,0.0048523426055908205,0.0027424587088055777,-0.01,1,"{'Boost__base_estimator__alpha': -0.01, 'Boost__n_estimators': 1}",0.759375,0.715625,0.671875,0.696875,0.703125,0.709375,0.02877716108305335,25,0.90390625,0.83203125,0.875,0.88984375,0.94296875,0.8887500000000002,0.03626750654856218
0.9985944747924804,0.12751359833780146,0.003876781463623047,0.003193445023430409,-0.01,2,"{'Boost__base_estimator__alpha': -0.01, 'Boost__n_estimators': 2}",0.759375,0.715625,0.671875,0.696875,0.703125,0.709375,0.02877716108305335,25,0.90390625,0.83203125,0.875,0.88984375,0.94296875,0.8887500000000002,0.03626750654856218
2.709091567993164,0.5684899712014139,0.006807994842529297,0.00390983541735201,-0.01,5,"{'Boost__base_estimator__alpha': -0.01, 'Boost__n_estimators': 5}",0.61875,0.628125,0.68125,0.740625,0.703125,0.674375,0.04581723202027811,71,0.95,0.9390625,0.9546875,0.95859375,0.9671875,0.95390625,0.00932277118136018
5.1110576629638675,0.474364926893614,0.00687713623046875,0.003949490162232235,-0.01,10,"{'Boost__base_estimator__alpha': -0.01, 'Boost__n_estimators': 10}",0.640625,0.625,0.678125,0.715625,0.715625,0.675,0.03739568825412896,64,0.95546875,0.940625,0.95546875,0.96640625,0.96796875,0.9571875000000001,0.009812699042567239
5.832295846939087,0.7094500067342471,0.008495187759399414,0.003231976881290604,-0.01,20,"{'Boost__base_estimator__alpha': -0.01, 'Boost__n_estimators': 20}",0.64375,0.625,0.678125,0.7125,0.715625,0.675,0.036174490321219444,64,0.95546875,0.940625,0.95546875,0.96640625,0.9671875,0.95703125,0.009644562101256839
