,0,1,2,3,4
64,0.8725490196078431,0.5,0.5,0.5,0.5
67,0.9232142857142855,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001
70,0.8144963144963142,0.5,0.5,0.5,0.5
73,0.5,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999999
76,0.5000000000000002,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999999
80,0.5,0.8349206349206348,0.8349206349206348,0.8349206349206348,0.8349206349206348
83,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001
86,0.5000000000000001,0.5,0.5,0.5,0.5
89,0.49999999999999994,0.8779128672745691,0.8779128672745691,0.8779128672745691,0.8779128672745691
92,0.5000000000000001,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999994
96,0.5,0.8125,0.8125,0.8125,0.8125
99,0.49999999999999994,0.6879591836734694,0.6879591836734694,0.6879591836734694,0.6879591836734694
102,0.5,0.713846153846154,0.713846153846154,0.713846153846154,0.713846153846154
105,0.5000000000000001,0.7117198838896952,0.7117198838896952,0.7117198838896952,0.7117198838896952
108,0.7463121783876502,0.6851851851851852,0.6851851851851852,0.6851851851851852,0.6851851851851852
112,0.6709728867623604,0.7232142857142857,0.7232142857142857,0.7232142857142857,0.7232142857142857
115,0.7712121212121211,0.6793708408953418,0.6793708408953418,0.6793708408953418,0.6793708408953418
118,0.7601380500431405,0.6779661016949152,0.6779661016949152,0.6779661016949152,0.6779661016949152
121,0.7542489035087718,0.6766393442622952,0.6766393442622952,0.6766393442622952,0.6766393442622952
124,0.5000000000000002,0.75,0.75,0.75,0.75
128,0.5,0.7265625,0.7265625,0.7265625,0.7265625
188,0.5000000000000001,0.7968181818181816,0.7968181818181816,0.7968181818181816,0.7968181818181816
249,0.7812620983352692,0.7454351204351204,0.7454351204351204,0.7454351204351204,0.7454351204351204
309,0.8323623103361556,0.8000670634587979,0.8000670634587979,0.8000670634587979,0.8000670634587979
370,0.8295348293595138,0.8243922393641889,0.7889784946236559,0.7889784946236559,0.7889784946236559
431,0.7580221389499074,0.7516259637334712,0.7290697674418605,0.7290697674418605,0.7290697674418605
491,0.7561392447069754,0.7488965952080706,0.8073404396626154,0.8073404396626154,0.8073404396626154
552,0.7622789396982945,0.8001693646854937,0.8463760504201681,0.8463760504201681,0.8463760504201681
613,0.8412276590759006,0.8548452378416376,0.8129311446090957,0.8129311446090957,0.8129311446090957
673,0.8248873575404189,0.7901316370704127,0.801563742380069,0.8116532721010333,0.8116532721010333
734,0.7970115779076589,0.801036738876965,0.8327144586455555,0.8093625867765527,0.8093625867765527
794,0.8479794903035841,0.826137171286425,0.7191910346228042,0.7241813602015114,0.7241813602015114
855,0.7829958960328316,0.842311901504788,0.8539124487004103,0.8221461636954595,0.8221461636954595
916,0.8177204750122758,0.826473210242035,0.811270338429561,0.7936366020551702,0.7936366020551702
976,0.7741718739501445,0.833215749512867,0.8728582946986494,0.851416045152187,0.8453714319310933
1037,0.8361034439145605,0.8345113123181881,0.848985574097358,0.8745954572170432,0.8478287559619921
1098,0.8659498207885304,0.8029868578255676,0.8561827956989246,0.869115890083632,0.872103787514309
1158,0.8466519455717354,0.8547445691095726,0.8710044163284795,0.8573794461685367,0.8614415779676388
1219,0.887697526045172,0.8784854766199155,0.8853150994696746,0.8415255606105473,0.8482462515814693
1280,0.8484375,0.8734375,0.865625,0.88046875,0.8796875
