mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_MLP__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
112.27727308273316,14.319415843671878,0.15020475387573243,0.0326981673655008,1024,{'MLP__max_iter': 1024},0.59375,0.503125,0.59375,0.559375,0.559375,0.561875,0.03315446802468709,4,0.80546875,0.84296875,0.84375,0.8265625,0.759375,0.815625,0.031386420979063544
110.43542542457581,13.907448875840897,0.11303496360778809,0.012160666912154257,2048,{'MLP__max_iter': 2048},0.59375,0.503125,0.59375,0.559375,0.559375,0.561875,0.03315446802468709,4,0.80546875,0.84296875,0.84375,0.8265625,0.759375,0.815625,0.031386420979063544
108.77018771171569,14.730782079195363,0.16653919219970703,0.044482998859431314,2100,{'MLP__max_iter': 2100},0.59375,0.503125,0.59375,0.559375,0.559375,0.561875,0.03315446802468709,4,0.80546875,0.84296875,0.84375,0.8265625,0.759375,0.815625,0.031386420979063544
108.71520414352418,15.500030496000928,0.13081803321838378,0.030101838934689873,2200,{'MLP__max_iter': 2200},0.59375,0.503125,0.59375,0.559375,0.559375,0.561875,0.03315446802468709,4,0.80546875,0.84296875,0.84375,0.8265625,0.759375,0.815625,0.031386420979063544
109.82069487571717,14.804501269297955,0.12440280914306641,0.019043023129250488,2300,{'MLP__max_iter': 2300},0.59375,0.503125,0.59375,0.559375,0.559375,0.561875,0.03315446802468709,4,0.80546875,0.84296875,0.84375,0.8265625,0.759375,0.815625,0.031386420979063544
110.63613777160644,15.558605277720103,0.17270927429199218,0.03291660455169743,2400,{'MLP__max_iter': 2400},0.59375,0.503125,0.59375,0.559375,0.559375,0.561875,0.03315446802468709,4,0.80546875,0.84296875,0.84375,0.8265625,0.759375,0.815625,0.031386420979063544
110.85082631111145,14.338228294536009,0.12014684677124024,0.014605600478429017,2500,{'MLP__max_iter': 2500},0.59375,0.503125,0.59375,0.559375,0.559375,0.561875,0.03315446802468709,4,0.80546875,0.84296875,0.84375,0.8265625,0.759375,0.815625,0.031386420979063544
110.65132021903992,14.571821928445114,0.12328948974609374,0.015968869682370514,2600,{'MLP__max_iter': 2600},0.59375,0.503125,0.59375,0.559375,0.559375,0.561875,0.03315446802468709,4,0.80546875,0.84296875,0.84375,0.8265625,0.759375,0.815625,0.031386420979063544
110.5721796989441,15.116396232480522,0.11291093826293945,0.020487098763470036,2700,{'MLP__max_iter': 2700},0.59375,0.503125,0.59375,0.559375,0.559375,0.561875,0.03315446802468709,4,0.80546875,0.84296875,0.84375,0.8265625,0.759375,0.815625,0.031386420979063544
110.20706276893615,13.242972203314382,0.13520474433898927,0.04371949698987434,2800,{'MLP__max_iter': 2800},0.59375,0.503125,0.59375,0.559375,0.559375,0.561875,0.03315446802468709,4,0.80546875,0.84296875,0.84375,0.8265625,0.759375,0.815625,0.031386420979063544
101.83055777549744,7.369718052750857,0.06460256576538086,0.030063985907295716,2900,{'MLP__max_iter': 2900},0.59375,0.503125,0.59375,0.559375,0.559375,0.561875,0.03315446802468709,4,0.80546875,0.84296875,0.84375,0.8265625,0.759375,0.815625,0.031386420979063544
76.77283692359924,10.51635755856745,0.022987985610961915,0.007357782931407103,3000,{'MLP__max_iter': 3000},0.59375,0.503125,0.59375,0.559375,0.559375,0.561875,0.03315446802468709,4,0.80546875,0.84296875,0.84375,0.8265625,0.759375,0.815625,0.031386420979063544
