mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_KNN__metric,param_KNN__n_neighbors,param_KNN__weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.09133005142211914,0.04415696593089861,0.2693354606628418,0.04745166701645946,manhattan,1,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 1, 'KNN__weights': 'uniform'}",0.6384008498245447,0.6740887064047171,0.6863586450550238,0.7039399871094029,0.7037907903845695,0.6813157957556516,0.024233584760796078,32,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.1093973159790039,0.03958606102158151,0.5420804500579834,0.12169165442605726,manhattan,4,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 4, 'KNN__weights': 'uniform'}",0.6434198276479435,0.6844190876321884,0.6600284070564083,0.6979601823780766,0.6703528204148863,0.6712360650259006,0.018910871547137303,34,0.7541506528848678,0.746276049748156,0.7499045140961066,0.7408706524074384,0.7386073380917143,0.7459618414456566,0.005704541220447858
0.1678600788116455,0.12130820577398621,0.6545775413513184,0.18258375673515784,manhattan,7,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 7, 'KNN__weights': 'uniform'}",0.703271585782149,0.722273280656943,0.7067866606192261,0.7314757346446732,0.7246663961232723,0.7176947315652528,0.010830479309926899,2,0.779921403165358,0.7658566279153042,0.7878154018762982,0.7743295099185984,0.7809314649924805,0.7777708815736079,0.007338922235283583
0.1251068115234375,0.0597235686063131,0.550961685180664,0.11242045602313483,manhattan,10,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 10, 'KNN__weights': 'uniform'}",0.6729727149029625,0.7205545343868611,0.7060406769950586,0.7002041011195723,0.7022988231362345,0.7004141701081378,0.015452646134705565,17,0.7375017903606981,0.7333123463273735,0.7471906256713853,0.7420657181733548,0.7342284142178512,0.7388597789501326,0.005172015746157518
0.16294560432434083,0.0358681947604422,0.6195577144622803,0.2898563733389508,manhattan,13,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 13, 'KNN__weights': 'uniform'}",0.6897304910362607,0.7416509512783176,0.7177854431739514,0.7147179585113748,0.7358919576997447,0.7199553603399298,0.018277611684350614,1,0.7551010360220572,0.7413540497958989,0.7595157671098807,0.7457493853094938,0.7493032512950276,0.7502046979064716,0.0064755930224199044
0.09829111099243164,0.0339723986391335,0.37902231216430665,0.1341469977775002,manhattan,16,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 16, 'KNN__weights': 'uniform'}",0.6773113556611206,0.7360411544245781,0.7020004296865676,0.7060406769950587,0.7260927168126806,0.7094972667160011,0.020416025014553717,5,0.7491167553889857,0.7291408059010289,0.7412421522522737,0.7272892745458451,0.7208738153780049,0.7335325606932276,0.010206026566212549
0.2123250961303711,0.14221661386680068,0.5937711238861084,0.20349231428591655,manhattan,19,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 19, 'KNN__weights': 'uniform'}",0.6887577283903464,0.7445692392160607,0.6979601823780764,0.7144195650617078,0.7355935642500776,0.7162600558592538,0.02130654923274687,3,0.7586176028263828,0.7413167506146906,0.747563617483469,0.7441783437969971,0.7309356425007758,0.7445223914444631,0.008976840073136485
0.12605843544006348,0.0631859206473739,0.5310708522796631,0.20874130820680592,manhattan,22,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 22, 'KNN__weights': 'uniform'}",0.6729727149029625,0.7421761237497314,0.697810985653243,0.6927979756988375,0.7209305101334416,0.7053376620276431,0.023923183596475724,11,0.7297017855864029,0.71498203671433,0.7260733212384521,0.7265970017426179,0.7127933207610228,0.7220294932085651,0.006797827214542144
0.18834714889526366,0.053242646017020286,0.8642088890075683,0.09504775616188076,manhattan,25,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 25, 'KNN__weights': 'uniform'}",0.6895812943114273,0.7402305984579027,0.6908524504070088,0.7000549043947387,0.7252691508915996,0.7091976796925354,0.020130944273455884,6,0.7418777303000644,0.7240531975842066,0.7257361366403285,0.7305432551144637,0.712175646320212,0.7268771931918551,0.009631911183353842
0.1815929889678955,0.018994667078793718,0.4962338924407959,0.15770597916939688,manhattan,28,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 28, 'KNN__weights': 'uniform'}",0.6862154161991836,0.7347699983289967,0.6895812943114273,0.6968382230073286,0.7139719748872073,0.7042753813468287,0.018007417639857994,13,0.7276443627509489,0.7084546800028646,0.7196205628894035,0.7206306247165263,0.7095572437993842,0.7171814948318256,0.007233307070886849
0.15865283012390136,0.08852414466253229,0.5376887798309327,0.14476534523697593,manhattan,31,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 31, 'KNN__weights': 'uniform'}",0.6924995822491705,0.7462163710582226,0.693770738344752,0.7081353990117211,0.722201666229023,0.7125647513785779,0.020003733328532954,4,0.7352190804707456,0.7201069442123607,0.7219957747487527,0.7286544245780717,0.7165336826525984,0.7245019813325058,0.006651168400012449
