,train,test
0.1,0.0019628200000000005,0.19052848000000003
0.2,0.0037629999999999387,0.18499714000000003
0.3,0.012571679999999974,0.2926162400000001
0.4,0.012112139999999893,0.2905782200000001
0.5,0.018537439999999884,0.28639901999999984
0.6,0.023708100000000166,0.28740560000000015
0.7,0.0327728000000004,0.28335662
0.8,0.035430739999999614,0.1322041999999996
0.9,0.04149271999999975,0.13362786000000035
