,0,1,2,3,4
1,1.0,1.0,1.0,1.0,1.0
2,0.739375,0.745625,0.759375,0.771875,0.76125
3,0.784375,0.78875,0.785,0.795625,0.795625
4,0.716875,0.695,0.725,0.709375,0.726875
5,0.746875,0.73125,0.746875,0.75625,0.7525
6,0.698125,0.68375,0.715625,0.70625,0.718125
7,0.72,0.719375,0.73875,0.7325,0.74125
8,0.68875,0.6775,0.698125,0.69125,0.69875
9,0.7125,0.713125,0.725625,0.708125,0.705625
10,0.68375,0.678125,0.69625,0.68,0.703125
11,0.70875,0.698125,0.7075,0.706875,0.705625
12,0.680625,0.665625,0.69375,0.669375,0.6725
13,0.696875,0.67375,0.699375,0.691875,0.6825
14,0.685625,0.65625,0.6875,0.670625,0.67375
15,0.690625,0.676875,0.68875,0.684375,0.68125
16,0.68375,0.653125,0.670625,0.66625,0.666875
17,0.679375,0.67375,0.681875,0.67,0.67875
18,0.666875,0.653125,0.6725,0.660625,0.669375
19,0.671875,0.67125,0.685625,0.673125,0.674375
20,0.65875,0.649375,0.674375,0.651875,0.670625
21,0.67125,0.66375,0.68,0.66625,0.67125
22,0.66,0.645,0.66125,0.64375,0.6525
23,0.673125,0.663125,0.68125,0.655,0.665625
24,0.65875,0.644375,0.66625,0.645,0.649375
25,0.678125,0.660625,0.673125,0.663125,0.655
26,0.66125,0.6325,0.665625,0.645,0.643125
27,0.67,0.659375,0.668125,0.654375,0.643125
28,0.666875,0.635,0.66375,0.645625,0.64
29,0.67,0.64875,0.669375,0.650625,0.64375
30,0.65625,0.631875,0.6625,0.638125,0.636875
31,0.671875,0.65,0.665,0.648125,0.646875
32,0.66375,0.63875,0.66125,0.64125,0.639375
33,0.670625,0.651875,0.669375,0.649375,0.64375
34,0.66125,0.64125,0.656875,0.640625,0.62875
35,0.664375,0.643125,0.664375,0.651875,0.6375
36,0.66125,0.64125,0.653125,0.6425,0.63375
37,0.668125,0.64875,0.66125,0.64875,0.628125
38,0.665,0.64125,0.649375,0.635625,0.629375
39,0.675625,0.64375,0.654375,0.645,0.6375
40,0.660625,0.63375,0.6425,0.63375,0.636875
41,0.66125,0.65,0.6525,0.651875,0.643125
42,0.655,0.63875,0.643125,0.64,0.636875
43,0.66,0.65625,0.65125,0.6475,0.64125
44,0.659375,0.63875,0.641875,0.63875,0.638125
45,0.665625,0.649375,0.65,0.645625,0.63625
46,0.66625,0.631875,0.64375,0.645625,0.6375
47,0.665625,0.64625,0.654375,0.651875,0.638125
48,0.6625,0.634375,0.64625,0.63875,0.631875
49,0.668125,0.639375,0.65,0.641875,0.6375
50,0.66125,0.635625,0.64625,0.641875,0.63625
