,train,test
0.1,0.004154739999999998,0.15855638
0.2,0.010877619999999944,0.16222687999999996
0.3,0.017160559999999946,0.14505206000000004
0.4,0.022329300000000087,0.14465714
0.5,0.03426834000000012,0.17374922
0.6,0.04166345999999983,0.12679162000000002
0.7,0.047237319999999985,0.12350122000000016
0.8,0.05695394,0.11957001999999992
0.9,0.06958870000000025,0.11672352000000022
