,train,test
0.1,0.10725574,0.057374539999999974
0.2,0.1314593199999999,0.02302995999999995
0.3,0.1928569200000001,0.023158119999999904
0.4,0.22681536000000008,0.01668788000000001
0.5,0.28750773999999985,0.011917779999999923
0.6,0.34999108000000023,0.010400139999999957
0.7,0.42601873999999995,0.00927340000000001
0.8,0.48614561999999956,0.006209939999999747
0.9,0.5406846399999999,0.004036759999999973
