mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_MLP__activation,param_MLP__alpha,param_MLP__hidden_layer_sizes,param_MLP__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
20.1636146068573,4.048799090252761,0.14370417594909668,0.02057228086754199,relu,10.0,"(1000, 1000)",0.008,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (1000, 1000), 'MLP__learning_rate_init': 0.008}",0.603125,0.54375,0.5625,0.565625,0.578125,0.570625,0.019625398085134495,193,0.80703125,0.7484375,0.58828125,0.82109375,0.77265625,0.7474999999999999,0.08359944489947287
21.477521085739134,4.5521030434912255,0.15154519081115722,0.03976118403200804,relu,10.0,"(1000, 1000)",0.016,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (1000, 1000), 'MLP__learning_rate_init': 0.016}",0.625,0.534375,0.615625,0.609375,0.578125,0.5925,0.03304826016600569,4,0.76953125,0.63359375,0.7703125,0.8,0.81953125,0.75859375,0.0652837107602272
22.690370750427245,7.494701525340613,0.1146860122680664,0.010831139683268026,relu,10.0,"(1000, 1000)",0.032,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (1000, 1000), 'MLP__learning_rate_init': 0.032}",0.609375,0.575,0.609375,0.6125,0.615625,0.604375,0.014869221566712918,1,0.75234375,0.67109375,0.66015625,0.69375,0.72578125,0.7006249999999999,0.0342483462191972
19.67620496749878,6.180619529341408,0.14019737243652344,0.031783082574329595,relu,10.0,"(1000, 1000)",0.064,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (1000, 1000), 'MLP__learning_rate_init': 0.064}",0.578125,0.5,0.575,0.5,0.553125,0.54125,0.034764834962933436,1790,0.73046875,0.7078125,0.81640625,0.5,0.60234375,0.6714062500000001,0.10953403616285214
18.159844303131102,2.3162338277611334,0.08975434303283691,0.0173977267223703,relu,10.0,"(1000, 1000)",0.128,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (1000, 1000), 'MLP__learning_rate_init': 0.128}",0.521875,0.490625,0.55,0.5375,0.528125,0.525625,0.019902104160113336,2132,0.625,0.740625,0.75625,0.73046875,0.69140625,0.70875,0.04702943310444002
13.444286012649536,3.614063952345583,0.0774010181427002,0.009870075280584744,relu,10.0,"(500, 500, 500)",1e-06,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (500, 500, 500), 'MLP__learning_rate_init': 1e-06}",0.45625,0.53125,0.46875,0.484375,0.48125,0.484375,0.025464435984329205,3399,0.49609375,0.478125,0.49296875,0.4890625,0.4875,0.48875,0.006103757807695185
11.637344312667846,1.7465514034590133,0.07949342727661132,0.00735865605364885,relu,10.0,"(500, 500, 500)",0.001,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (500, 500, 500), 'MLP__learning_rate_init': 0.001}",0.534375,0.56875,0.559375,0.55625,0.6,0.56375,0.02134171384870482,530,0.72734375,0.82109375,0.803125,0.8046875,0.76640625,0.78453125,0.033727567776597835
11.439542722702026,2.651195239541642,0.06859812736511231,0.011161937714657866,relu,10.0,"(500, 500, 500)",0.002,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (500, 500, 500), 'MLP__learning_rate_init': 0.002}",0.578125,0.546875,0.575,0.553125,0.5875,0.568125,0.015486889616704838,312,0.73046875,0.790625,0.74453125,0.93203125,0.77265625,0.7940625000000001,0.07211508814041621
8.75363473892212,1.6638419337945185,0.07560014724731445,0.018670362260937403,relu,10.0,"(500, 500, 500)",0.004,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (500, 500, 500), 'MLP__learning_rate_init': 0.004}",0.55,0.528125,0.503125,0.5875,0.609375,0.555625,0.03859849414161127,1108,0.5765625,0.65703125,0.50546875,0.72734375,0.68359375,0.6299999999999999,0.07929991527422962
8.11145453453064,2.8914943464025074,0.08220171928405762,0.013119842316959755,relu,10.0,"(500, 500, 500)",0.008,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (500, 500, 500), 'MLP__learning_rate_init': 0.008}",0.528125,0.5125,0.5,0.49375,0.5,0.506875,0.012247448713915865,2511,0.55,0.60078125,0.50859375,0.51640625,0.5,0.53515625,0.03693255571816013
