,train,test
0.1,0.0207334600003378,0.1687662199998158
0.2,0.08588094000042475,0.29346780000014405
0.3,0.17327365999990435,0.3900853400002234
0.4,0.29132395999986327,0.4163888200000656
0.5,0.4628660200000013,0.429128540000238
0.6,0.6604411799995432,0.40070078000026116
0.7,0.911756079999759,0.3564327199997933
0.8,1.21434056000071,0.2843576600000233
0.9,1.5792777799997566,0.160471100000359
