,train,test
0.1,0.027579160000000002,0.01137628
0.2,0.05017628000000003,0.00994942000000001
0.3,0.07684446,0.008690880000000002
0.4,0.10616304000000003,0.007690460000000021
0.5,0.12590901999999998,0.007436500000000024
0.6,0.16103330000000007,0.004976020000000058
0.7,0.18864015999999992,0.003961739999999825
0.8,0.2158532599999999,0.0022771999999999792
0.9,0.2309327800000002,0.0009419400000002298
