param_SVM__max_iter,train acc,test acc
1,0.5,0.5000000000000001
2,0.5,0.5000000000000001
4,0.5,0.5000000000000001
8,0.5,0.5000000000000001
16,0.5,0.5000000000000001
32,0.5,0.5000000000000001
64,0.5,0.5000000000000001
128,0.5,0.5000000000000001
256,0.5,0.5000000000000001
512,0.6084015659688238,0.5855060531210929
1024,0.8331956744885536,0.7811575641142927
2048,0.8520720441144876,0.7944645198670447
