,train,test
0.1,0.18697139999999998,0.051595959999999955
0.2,0.3407540400000001,0.045138820000000204
0.3,0.45373472000000004,0.04078224000000006
0.4,0.59991002,0.03920974000000026
0.5,1.6339338799999996,0.04056520000000034
0.6,1.0229858399999998,0.017333159999999737
0.7,1.1899394199999995,0.014314459999997808
0.8,1.3711056,0.010360459999998285
0.9,1.5448599399999992,0.006398379999998838
