,0,1,2,3,4
0.01,0.8297784727029673,0.8251402449213435,0.7971330357355997,0.8312792759256741,0.8130205115885328
0.02,0.823811797283426,0.8186495906041871,0.8156716239765104,0.8359908655532569,0.8175921477108931
0.04,0.8233033348451935,0.8273996801222219,0.8175419541190231,0.8402252113593573,0.8148294323563733
0.08,0.8262061063235541,0.8259482943830417,0.8160308896899096,0.8352871695384813,0.811464696730501
0.16,0.8269998328996682,0.8172280442099735,0.8118116063116184,0.8216520749368248,0.8199365948246277
0.32,0.820566470124848,0.8140865579718795,0.8146546991000454,0.8224901150873475,0.7970755542590433
0.64,0.8037621446134015,0.8133811558568667,0.8008020815927049,0.8032452579860788,0.7894323277735831
1.0,0.8200114583084672,0.8057076699052302,0.7842806330715429,0.8279552727090508,0.8082951529503284
