,train,test
0.1,0.008528540000000003,0.015772639999999997
0.2,0.02316254000000001,0.01196564
0.3,0.03531508000000003,0.01194419999999996
0.4,0.04724826000000002,0.009414779999999979
0.5,0.060288520000000026,0.00758116000000002
0.6,0.08414997999999999,0.005961499999999953
0.7,0.10127279999999991,0.004671099999999928
0.8,0.1283452800000001,0.0039605800000000356
0.9,0.17588223999999997,0.0019257800000000102
