mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_SVM__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.038000869750976565,0.007152946478114503,0.00299983024597168,0.0006335406672777246,1,{'SVM__max_iter': 1},0.7078966842519874,0.5916425962617269,0.6921116707646034,0.71642476904347,0.6796925353894632,0.6775536511422502,0.04478589862226998,7,0.7077265999856771,0.5619793034303311,0.7015946145950205,0.7007695567066912,0.6785332768375069,0.6701206703110454,0.0549718046496122
0.03440279960632324,0.004925310680379871,0.0032004833221435545,0.00040080661854640764,2,{'SVM__max_iter': 2},0.7133572843808932,0.5964288271943854,0.6945047862309327,0.7197906471557136,0.6193931870807572,0.6686949464085364,0.05084230199105468,10,0.7101570146332148,0.5666536368193645,0.7136392661908285,0.7066225442219092,0.6334773579050393,0.6661099639540713,0.0579601490496344
0.03120136260986328,0.0011654868120834433,0.004199457168579101,0.00146890801780144,4,{'SVM__max_iter': 4},0.6888949893771932,0.6567997899310115,0.6630839559809983,0.6401255639636199,0.5893210952233177,0.6476450788952282,0.03311178929250518,12,0.6850785371559523,0.634691819245184,0.6756537800482204,0.6433795445322384,0.6098580243966485,0.6497323410756486,0.02748749179982734
0.04179649353027344,0.0086091243776662,0.006001806259155274,0.0016741421415659393,8,{'SVM__max_iter': 8},0.6568057578000048,0.6746795254350577,0.67677424745172,0.6893485474206871,0.5490797546012272,0.6493375665417392,0.05119231908513503,11,0.6620052636604522,0.6747377121577427,0.6802908142560454,0.6737858370533051,0.5313104246735576,0.6444260103602206,0.05687046460092678
0.048202133178710936,0.005740642665638381,0.007001495361328125,0.0014151571510181678,16,{'SVM__max_iter': 16},0.6918908596118498,0.6838819794227876,0.6500680337065241,0.6780513714162947,0.6604700293619156,0.6728724547038742,0.015385657668630901,9,0.6799939127736268,0.6809084886968562,0.6753941777470102,0.6722893939032252,0.6634987228760355,0.6744169391993509,0.0062917682884152774
0.060596370697021486,0.010482135137279311,0.008199405670166016,0.0014716321808697396,32,{'SVM__max_iter': 32},0.7001205509536654,0.6355601441837149,0.6801401255639636,0.7509190518249743,0.6360674130481487,0.6805614571148935,0.04321519392158498,6,0.6795821298130864,0.6129284929937219,0.6782512950275716,0.6993865030674847,0.6846995774748753,0.670969599675348,0.029973326529357726
0.11380386352539062,0.016821558698229485,0.018201732635498048,0.004118974841076244,64,{'SVM__max_iter': 64},0.710964168914564,0.7223389272158698,0.7024360841230813,0.6327075028048984,0.5964765701463322,0.672984650640949,0.04943968118315479,8,0.7094483301902557,0.6984361199302954,0.7169693370891123,0.6475212456136162,0.6282196653219069,0.6801189396290374,0.03552415619427594
0.18940048217773436,0.015882826246195688,0.026800823211669923,0.0023194618851649627,128,{'SVM__max_iter': 128},0.7089470291948151,0.7176243107111313,0.7124621040318924,0.709842209543816,0.6578381991358526,0.7013427705235016,0.021961061330343576,5,0.7162397651046765,0.7121637105822253,0.715623582631114,0.6917908978062114,0.7054976009166647,0.7082631114081783,0.0090774454992756
0.3155980587005615,0.018863180218562065,0.0608029842376709,0.008817438345132707,256,{'SVM__max_iter': 256},0.7583967916736292,0.7682736148576066,0.773740182855506,0.7083562101644745,0.7202382373302142,0.7458010073762862,0.026456898707881045,2,0.7787263373994414,0.7734000143228856,0.7839885058843188,0.746419278603996,0.7413346542216706,0.7647737580864625,0.017461797193493035
0.6482028961181641,0.03924927587894635,0.10700340270996093,0.013491580628444069,512,{'SVM__max_iter': 512},0.7221240839321096,0.7727733880785849,0.7492838557207993,0.7562423909670335,0.7706070516340026,0.7542061540665059,0.01828314046167321,1,0.8182649614475663,0.8197987037788547,0.8003852259435201,0.7941010598935334,0.80038522594352,0.806587035401399,0.010428294237719874
0.795011568069458,0.0182930421438682,0.11730241775512695,0.007805977691967466,1024,{'SVM__max_iter': 1024},0.6905540569573417,0.7542968656752048,0.7017020362369006,0.7204053376620277,0.7456195841588885,0.7225155761380726,0.02450730833548491,3,0.7900235134038338,0.7697297748919817,0.7721989806879761,0.7686078155212336,0.7721243823255592,0.7745368933661169,0.007866178201885553
0.6343780994415283,0.11272109090197605,0.10187005996704102,0.014826680996839174,2048,{'SVM__max_iter': 2048},0.6905540569573417,0.751229381012628,0.7017020362369006,0.7234728223246044,0.7456195841588885,0.7225155761380726,0.023723137435084356,3,0.7892566422381897,0.7697297748919817,0.7721989806879761,0.7711143204984364,0.7723675729870378,0.7749334582607244,0.00722327997429654
