,train,test
0.1,0.015375499999936437,0.11199283999994805
0.2,0.05256196000009368,0.1716236399999616
0.3,0.1183554200000799,0.21970004000013432
0.4,0.18906348000018625,0.21799617999986368
0.5,0.288151359999938,0.22168271999998979
0.6,0.41131299999979093,0.2055339599997751
0.7,0.5634800600000744,0.18157434000004286
0.8,0.7133192799998141,0.13605310000002646
0.9,0.9117913399999452,0.07487696000007418
