,train,test
0.1,0.006269240000000002,0.006966780000000004
0.2,0.011438799999999999,0.005408380000000004
0.3,0.01649606,0.004896319999999998
0.4,0.022555320000000025,0.00440104
0.5,0.032603179999999995,0.0036287600000000086
0.6,0.028266919999999973,0.0028370200000000347
0.7,0.03255094000000005,0.0023866400000000622
0.8,0.03651656000000005,0.00158138000000001
0.9,0.0409755399999999,0.001028460000000031
