,0,1,2,3,4
135,0.570909090909091,0.5,0.5,0.5,0.5
142,0.5980676328502417,0.6633986928104575,0.6633986928104575,0.6633986928104575,0.6633986928104575
148,0.5790960451977403,0.6428571428571428,0.6428571428571428,0.6428571428571428,0.6428571428571428
155,0.5753333333333333,0.6056005398110662,0.6056005398110662,0.6056005398110662,0.6056005398110662
162,0.5681818181818182,0.6103565365025467,0.6103565365025467,0.6103565365025467,0.6103565365025467
169,0.507597007947639,0.6367248062015505,0.6367248062015505,0.6367248062015505,0.6367248062015505
176,0.5501165501165503,0.6669117647058824,0.6669117647058824,0.6669117647058824,0.6669117647058824
182,0.5088435374149662,0.5940148763189759,0.5940148763189759,0.5940148763189759,0.5940148763189759
189,0.5179738562091503,0.5799319727891158,0.5799319727891158,0.5799319727891158,0.5799319727891158
196,0.5461805555555554,0.6356880058866816,0.6356880058866816,0.6356880058866816,0.6356880058866816
203,0.5303827751196173,0.5696908602150537,0.5696908602150537,0.5696908602150537,0.5696908602150537
209,0.5701754385964912,0.6334109730848863,0.6334109730848863,0.6334109730848863,0.6334109730848863
216,0.5263157894736844,0.6279518072289157,0.6279518072289157,0.6279518072289157,0.6279518072289157
223,0.5649289734655589,0.6052781577747378,0.6052781577747378,0.6052781577747378,0.6052781577747378
230,0.5332355816226784,0.5328435609334483,0.5328435609334483,0.5328435609334483,0.5328435609334483
236,0.5528795811518324,0.590112382719868,0.590112382719868,0.590112382719868,0.590112382719868
243,0.5391880156317848,0.5392952635599694,0.5392952635599694,0.5392952635599694,0.5392952635599694
250,0.5516707920792079,0.5853276877761413,0.5853276877761413,0.5853276877761413,0.5853276877761413
257,0.5227536231884059,0.5794056489343268,0.5794056489343268,0.5794056489343268,0.5794056489343268
264,0.5172604252968792,0.5818627450980393,0.5818627450980393,0.5818627450980393,0.5818627450980393
270,0.5992522389357446,0.6034429280397022,0.6034429280397022,0.6034429280397022,0.6034429280397022
399,0.5591611561037223,0.5633565254058612,0.5633565254058612,0.5633565254058612,0.5633565254058612
527,0.5536136090505989,0.5868186090225563,0.5868186090225563,0.5868186090225563,0.5868186090225563
655,0.5824933018542591,0.5869366939006215,0.5869366939006215,0.5869366939006215,0.5869366939006215
783,0.6741097962932944,0.6440941265467119,0.622322461041464,0.622322461041464,0.622322461041464
912,0.7288936330032221,0.6811955168119552,0.6082277097902097,0.6082277097902097,0.6082277097902097
1040,0.7667848101265823,0.6247088607594936,0.6610416666666667,0.6610416666666667,0.6610416666666667
1168,0.6851435848556638,0.7591982503252956,0.7364758403361344,0.7364758403361344,0.7364758403361344
1296,0.7185517661862572,0.7547316668180108,0.7592952648739192,0.7592952648739192,0.7592952648739192
1425,0.7161009019798646,0.7339052466677005,0.7570589147369716,0.706651497253719,0.706651497253719
1553,0.7126845985665806,0.7480249127027061,0.7598329614908275,0.7435629546675407,0.7435629546675407
1681,0.7124765768376314,0.7087819955568433,0.7224389065971216,0.7134670459383103,0.7134670459383103
1810,0.7220660819939858,0.7115109291738015,0.7058048386590727,0.7497312535922575,0.7497312535922575
1938,0.7399414458809207,0.7186648501362398,0.7379862600730477,0.7581990260304945,0.7581990260304945
2066,0.746951961082396,0.6589287524070133,0.7912853450896931,0.7663144826188306,0.7191617163061311
2194,0.6939128242982914,0.7814103487388149,0.7460188502601588,0.686309480942693,0.7052378656543147
2323,0.7843225784393973,0.7489275608318869,0.7504690978639706,0.7146115185899512,0.7110856426322177
2451,0.6973251100100482,0.7046793250407124,0.7153511659332664,0.6940941062333252,0.7152484356020337
2579,0.7108893609313507,0.7574898318760394,0.7215877093316209,0.76695277379835,0.7714203101969772
2708,0.7657253347974506,0.7493972452316727,0.7281680432551144,0.7308983433195675,0.701178355732735
