mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_DT__class_weight,param_DT__criterion,param_DT__max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.042285919189453125,0.003242035107724368,0.002400922775268555,0.0004912070444599313,balanced,gini,1,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 1}",0.5,0.5,0.5000000000000001,0.5,0.5,0.5,4.965068306494546e-17,195,0.5,0.5,0.5,0.5,0.5,0.5,0.0
0.0516357421875,0.01082068318309137,0.0025994300842285155,0.0004887786814374881,balanced,gini,2,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 2}",0.5,0.5,0.5000000000000001,0.5,0.5,0.5,4.965068306494546e-17,195,0.5,0.5,0.5,0.5,0.5,0.5,0.0
0.05220065116882324,0.008232054161887345,0.0030002593994140625,0.000632409710109061,balanced,gini,3,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 3}",0.7560872263732068,0.5,0.766489222028598,0.7827218256904824,0.8112303358716669,0.7233057219927908,0.1131953164082964,190,0.7921122675515027,0.5,0.7961719104342223,0.7846867465565396,0.7849866319734549,0.7315915113031439,0.1158776604134614
0.05539827346801758,0.0033237979737156015,0.0032006263732910155,0.001165958886521661,balanced,gini,4,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 4}",0.7556396361987061,0.5,0.766489222028598,0.7875856389200544,0.8112303358716669,0.724188966603805,0.1136965144572608,189,0.8056563462318876,0.5,0.7961719104342223,0.7901115394714856,0.7849866319734549,0.7353852856222101,0.11789361714946761
0.07540192604064941,0.0244784605506902,0.0024003982543945312,0.0004884432965217545,balanced,gini,5,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 5}",0.7574359647657015,0.5,0.7539208899286244,0.7998555775703612,0.8112303358716669,0.7244885536272707,0.11449998263363832,188,0.8077331646415699,0.5,0.7976325463703421,0.8006418443102338,0.7849866319734549,0.7381988374591202,0.11932669558708144
0.07459983825683594,0.005083519328309951,0.0028027057647705077,0.000748099734529978,balanced,gini,6,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 6}",0.7574359647657015,0.792371869852713,0.7539208899286244,0.8047193907999333,0.8112303358716669,0.7839356902437277,0.023879919193858835,48,0.8077331646415699,0.8069603256069323,0.7976325463703421,0.8042718006254327,0.7849866319734549,0.8003168938435463,0.008449854391174695
0.09203019142150878,0.012448703684526862,0.0027704238891601562,0.0007012035114801792,balanced,gini,7,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 7}",0.7584087274116158,0.8011267336659424,0.7498806426201333,0.8095832040295052,0.8112303358716669,0.7860459287197726,0.02640996473015177,47,0.8096786899333986,0.8123105201594615,0.8049461698216801,0.8056936454130958,0.7849866319734549,0.8035231314602183,0.009648285676626064
0.10119948387145997,0.009108433318139474,0.002800464630126953,0.0007467382863774836,balanced,gini,8,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 8}",0.7584087274116158,0.8011267336659427,0.7498806426201333,0.8095832040295052,0.7952961256594496,0.7828590866773293,0.024033156904794316,50,0.8096786899333986,0.8191377622878423,0.8049461698216801,0.8079942589100285,0.7887478814065074,0.8061009524718914,0.009887424570219822
0.11219973564147949,0.010245164122567846,0.003401041030883789,0.0023324001808801877,balanced,gini,9,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 9}",0.7488302976773054,0.8011267336659427,0.7508534052660477,0.8095832040295052,0.8038242104509322,0.7828435702179467,0.027091484673978292,51,0.8321417488243297,0.8191377622878423,0.8071348857749874,0.8079942589100285,0.8037287245470387,0.8140274760688453,0.01043277236263203
0.12959985733032225,0.010092841477138736,0.0024003505706787108,0.0004902135623705502,balanced,gini,10,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 10}",0.7457628130147288,0.7938698049700412,0.7508534052660477,0.8156405910577451,0.8086880236805043,0.7829629275978134,0.029200822526243446,49,0.833283103769306,0.829951540903774,0.8066485044520303,0.8338231959132034,0.8065351149411568,0.822048291995894,0.012689703068815571
0.1460019588470459,0.010490624723338058,0.0020008087158203125,3.536319011257011e-06,balanced,gini,11,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 11}",0.748084314053138,0.7782339882074909,0.747785920603471,0.8156405910577451,0.8014310949846029,0.7782351817812895,0.027471612129377862,54,0.8134578429734312,0.8349466472511997,0.8095667923897734,0.8332995154090377,0.8069841970829057,0.8196509990212695,0.012006107869965756
0.16199917793273927,0.0182989796839765,0.0022005081176757813,0.00039976141904275904,balanced,gini,12,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 12}",0.7436680909980664,0.7854909169033921,0.747785920603471,0.8171385261750735,0.8024038576305175,0.7792974624621042,0.029211777966275745,53,0.8349854383996563,0.8485071375713161,0.8095667923897734,0.8394732758826479,0.8078450621851949,0.8280755412857177,0.016413112009456134
