,0,1,2,3,4
0.001,0.5000000000000001,0.5000000000000001,0.5,0.49999999999999994,0.5000000000000001
0.101,0.7882206201809459,0.7790169726194172,0.7815461554987945,0.7873857299324939,0.7830982451323587
0.201,0.8014334821322003,0.7940404860232507,0.7938459334940681,0.7961090311234559,0.7892843251653053
0.30100000000000005,0.8182378076436466,0.8098123701988494,0.8069537609510397,0.8086035129917699,0.7995544192005858
0.401,0.8298047313265379,0.8178331861258981,0.8166205151464516,0.823042763432624,0.8175077790742903
0.501,0.8378553865985534,0.8245219736936334,0.823114750185004,0.8314813886840717,0.8293630024938797
0.6010000000000001,0.8381549736220192,0.8282781504380415,0.8298787329020554,0.8364034428369281,0.835090774933077
0.7010000000000001,0.8403248907879974,0.8340992098541452,0.8330214127139481,0.8391862515599907,0.8380372423181642
0.801,0.8423002554247929,0.8381394571626365,0.833769783485713,0.8423580139975612,0.8402058022742354
0.901,0.8470590341600821,0.8419254732520112,0.8371368551717552,0.8441083057128471,0.8431815841855995
1.001,0.8494235038552435,0.844873600534721,0.8395311642118833,0.8466966375786558,0.8445429221863776
1.101,0.8521770786087703,0.8464300207681841,0.8418956339070446,0.8496438567982187,0.8501348468208753
1.201,0.8568009835048102,0.8485999379341624,0.8440357117280561,0.8522622550247809,0.8539178506875329
1.301,0.8605571602492181,0.8509942469742905,0.8464300207681841,0.8536235930255588,0.8558919337863501
1.401,0.8613353703659496,0.8551992074669976,0.8474027834140985,0.8558229711768593,0.8598987290365389
1.501,0.8620837411377147,0.8561719701129121,0.8506051419159247,0.8568254218238827,0.8597042521792848
1.601,0.8634754481869613,0.8577582296913417,0.8527452197369364,0.8592493431931905,0.8620966035188872
1.701,0.8656453653529398,0.8612900145616003,0.8541070874412166,0.8608051580512226,0.8619021266616333
1.801,0.8679799957031342,0.8632952185433626,0.8562770046071949,0.8621664960520005,0.8628745109479031
1.901,0.8697309684657802,0.8656895275834905,0.8576687116564418,0.8637523772707857,0.8637882661816186
2.001,0.8722899906901244,0.8668568427585878,0.860033181351603,0.865338258489571,0.8653440810396504
2.101,0.8732627533360388,0.8684431023370175,0.8608113914683345,0.8663407091365942,0.8669292104239597
2.201,0.8744599078561028,0.87022391444463,0.8617841541142489,0.8691235178596569,0.8689032935227768
2.301,0.8750137260986847,0.8720345658972094,0.865540330858657,0.8711284191537035,0.8692922472372847
2.4010000000000002,0.874624621040319,0.8732018810723067,0.8678749612088515,0.8725498898759882,0.8696812009517926
