,0,1,2,3,4
64,0.5,0.5,0.5,0.5,0.5
67,0.4999999999999999,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001
70,0.4999999999999998,0.5,0.5,0.5,0.5
73,0.5,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999999
76,0.5000000000000002,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999999
80,0.5,0.5,0.5,0.5,0.5
83,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001
86,0.5000000000000001,0.5,0.5,0.5,0.5
89,0.49999999999999994,0.5,0.5,0.5,0.5
92,0.5000000000000001,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999994
96,0.5,0.5,0.5,0.5,0.5
99,0.49999999999999994,0.5000000000000002,0.5000000000000002,0.5000000000000002,0.5000000000000002
102,0.5,0.5000000000000003,0.5000000000000003,0.5000000000000003,0.5000000000000003
105,0.5000000000000001,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999999
108,0.5,0.5,0.5,0.5,0.5
112,0.5000000000000001,0.5,0.5,0.5,0.5
115,0.49999999999999994,0.5,0.5,0.5,0.5
118,0.4999999999999999,0.5,0.5,0.5,0.5
121,0.5,0.5000000000000002,0.5000000000000002,0.5000000000000002,0.5000000000000002
124,0.49999999999999994,0.5,0.5,0.5,0.5
128,0.5,0.5,0.5,0.5,0.5
188,0.5,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999994
249,0.5000000000000001,0.5,0.5,0.5,0.5
309,0.5,0.5,0.5,0.5,0.5
370,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001
431,0.5000000000000001,0.5000000000000001,0.49999999999999994,0.49999999999999994,0.49999999999999994
491,0.4999999999999999,0.4999999999999999,0.49999999999999994,0.49999999999999994,0.49999999999999994
552,0.5,0.5,0.5,0.5,0.5
613,0.4999999999999999,0.4999999999999999,0.5000000000000001,0.5000000000000001,0.5000000000000001
673,0.5,0.5,0.5,0.5,0.5
734,0.49999999999999994,0.49999999999999994,0.49999999999999983,0.5,0.5
794,0.5,0.5,0.5,0.5,0.5
855,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,0.5
916,0.5,0.5,0.5,0.5,0.5
976,0.5,0.5,0.5,0.5,0.5
1037,0.4999999999999999,0.4999999999999999,0.5,0.5,0.5
1098,0.5,0.5,0.5,0.5,0.5
1158,0.5,0.5,0.5000000000000001,0.5000000000000001,0.5
1219,0.5,0.5,0.5,0.5,0.5
1280,0.5,0.5,0.5,0.5,0.5
