,0,1,2,3,4
1,1.0,1.0,1.0,1.0,1.0
2,0.7638036809815951,0.7490797546012271,0.7435582822085891,0.7570552147239263,0.7542892156862747
3,0.8348010312477621,0.8205557279606599,0.8198825523382112,0.8262216845275167,0.8176314720754113
4,0.7491525626029458,0.7345635100618272,0.7450227972595546,0.7450277159349327,0.7373003752259365
5,0.7988732663340574,0.7867680408679669,0.78242820653601,0.7961763225022847,0.7940275585146545
6,0.7553316941586499,0.7436155737509251,0.7445429805924901,0.7476621018295142,0.7456178358157733
7,0.7815306390394117,0.7686770428015565,0.7745876202525603,0.7734168032777105,0.7821723350950649
8,0.7502434890549284,0.7456649399632381,0.7483731589124157,0.7504768858886159,0.7471657858009016
9,0.7714449404406675,0.7660881812322455,0.7693203790790385,0.7733726582242234,0.7686919429382022
10,0.747519753646368,0.7390059917404693,0.7431655964288272,0.7457192422322603,0.7415445466401265
11,0.7689611133656395,0.7573345109928147,0.7589207705712445,0.7589033414226161,0.7690222676001557
12,0.7479685373946672,0.740711608698766,0.737763481416056,0.7451358116604981,0.7400366360079623
13,0.7633202835931346,0.7480425389701846,0.7580232030746462,0.7524094847437082,0.7565142597295629
14,0.7418335680695138,0.730206965696689,0.7387660834069373,0.7396143392678602,0.7390642517216923
15,0.7546716478479865,0.7411293595282996,0.753264424339357,0.7521548751649474,0.7513298785091633
16,0.7340228211310307,0.7300422525124729,0.7387959227519039,0.7366069873267903,0.7307096117326746
17,0.7502124561361629,0.7417130171158484,0.7531450669594901,0.7498652979313866,0.749132004026815
18,0.7355040462151775,0.730401518225872,0.7404717003652336,0.7330603498674455,0.7350867709977807
19,0.7504368480103125,0.7443913967200593,0.7501074216418802,0.7475456543370725,0.7497740636511315
20,0.7385715308777543,0.7309099806641046,0.7288152586474421,0.7322223097169228,0.7333843835083627
21,0.7467260270702538,0.7386156931083049,0.7420722828292473,0.7490573241416173,0.7430338675727003
22,0.7400229166169344,0.7327504714616504,0.7321071351841686,0.7293793682723535,0.7305737639279751
23,0.748177412809434,0.7361915447232105,0.7400074001575517,0.7457051635395265,0.741331480083282
24,0.7414743023561147,0.7286803848081927,0.7272743548733619,0.7289302818363388,0.7292896446793421
25,0.745888138263589,0.7367155236208256,0.7388854407868038,0.7417695723656736,0.7349802377193585
26,0.7373146976677568,0.7260318445489486,0.7268554104700296,0.7309652494911387,0.725836965474638
27,0.7434043111885609,0.7281862452555442,0.7354288510658614,0.740931532215151,0.7371487976754296
28,0.7335740373827314,0.724161514406436,0.7240123176816025,0.7277032879713081,0.7227439254581647
29,0.7419230861044139,0.7298023441789406,0.7290396505215919,0.735799013537021,0.7328302674628778
30,0.7307011052493376,0.7210343510539258,0.7227554844716049,0.722570769293178,0.7215477497883636
31,0.7376286075768064,0.727737461507245,0.7269747678498961,0.7282125071288295,0.7310213466950376
32,0.7270499629992123,0.7197775178439283,0.717488243298083,0.7215382522854014,0.7221604948864028
33,0.7353094936859947,0.7229941992313386,0.7269747678498961,0.7273744669783069,0.7314396149358228
34,0.7259876823183978,0.7168747463655678,0.7181315795755652,0.7205358016383779,0.7238042533232664
35,0.7334690028884487,0.7166348380320355,0.7241316750614691,0.7285713944825842,0.7302434392660216
36,0.7241770308658185,0.7111288820987802,0.7195531259697787,0.7233787430829474,0.723356670556204
37,0.7352796543410279,0.7161860542837364,0.7247153326490178,0.7286014608433375,0.728794157686412
38,0.7270201236542455,0.7093182306462008,0.7203313360865103,0.7205358016383782,0.7199333058777772
39,0.7343367310400802,0.7145401160153733,0.7253586689264999,0.7259229298952689,0.7263724918205324
40,0.7290850063259413,0.7084803418395359,0.71751808264305,0.7180517475475634,0.7187078156816987
41,0.7329151846458667,0.71144279200783,0.7212885822730419,0.7269253805422922,0.7265376541515091
42,0.727079802344179,0.7096774963596,0.7169045857105346,0.718889787698086,0.7194857231107146
43,0.7323016877133515,0.7154830393163211,0.7212587429280753,0.7249204792482454,0.7256718031436613
44,0.7266608579408466,0.7096476570146334,0.7142262061063236,0.7225407029324247,0.7190674548699296
45,0.731882743310019,0.71448043732544,0.7218722398605907,0.7250848897447462,0.7238335678495438
46,0.727274354873362,0.7119070922155117,0.717877348356449,0.7154333493210013,0.7151965074244401
47,0.7317180301258028,0.7157074311904706,0.722291184263923,0.721403908149654,0.7209936337428787
48,0.7254637034207826,0.7100964407629325,0.7151989687522381,0.7180818139083166,0.7153909842816941
49,0.7261368790432313,0.7122210021245614,0.725523382110716,0.7198180269308688,0.7177061168691514
50,0.7258528084791482,0.7088396075529351,0.7180719008856318,0.7174983833365548,0.7151965074244401
