mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_SVM__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.03808374404907226,0.006159301303972202,0.003797578811645508,0.001934875289567127,1,{'SVM__max_iter': 1},0.7407498030603232,0.7423193526055717,0.6969038695662554,0.7520469790647156,0.7043935451528969,0.7272827098899526,0.022214950155917568,8,0.7992752023107589,0.7137034207825069,0.7149909885178202,0.7499164498340932,0.720121863884844,0.7396015850660047,0.03262879998794222
0.03707022666931152,0.004578209814814467,0.005123615264892578,0.003716490067975984,2,{'SVM__max_iter': 2},0.6898737198921009,0.6675837292019766,0.6813456351006183,0.7552636604521259,0.7500238714759734,0.7088181232245591,0.036521240091400876,11,0.725542180898045,0.6708212981308634,0.6986091881311022,0.7397964359886373,0.7667831395765201,0.7203104485450336,0.03312674585299154
0.042250442504882815,0.0013756407513593983,0.005200099945068359,0.001939743173271222,4,{'SVM__max_iter': 4},0.689575326442434,0.6139385548208446,0.7166515480652168,0.6624931369506577,0.7225597383686233,0.6810436609295553,0.03977816696221515,12,0.7663206297295363,0.6256117065718174,0.7439411210045117,0.6542082428206536,0.756640746222339,0.7093444892697716,0.05784691521878074
0.06002964973449707,0.01106879091359396,0.0043985843658447266,0.0023328910531686346,8,{'SVM__max_iter': 8},0.7464312143419828,0.7687987873290205,0.7249647895729393,0.755108495858299,0.7382074908691605,0.7467021555942803,0.014857143131540003,7,0.7474382922346089,0.7606615979566017,0.7582416270798022,0.7649107206798598,0.7029135136425485,0.7468331503186842,0.022704530555591865
0.0825815200805664,0.005330134431832055,0.002597951889038086,0.000799911403615978,16,{'SVM__max_iter': 16},0.7692523453725145,0.6843355374662816,0.6914492373063428,0.7243680026736053,0.7451600582464014,0.722913036213029,0.032008038182084274,9,0.7865158984029982,0.7097571674106611,0.7055528037048532,0.7040742641617531,0.7527168723592179,0.7317234012078968,0.03278668620081668
0.11797099113464356,0.011631527256404565,0.0027940750122070314,0.00040488451729276173,32,{'SVM__max_iter': 32},0.709173808216562,0.7668592299061852,0.744414074622234,0.778078823613664,0.7498030603232197,0.749665799336373,0.023537692330555023,6,0.7685973717504954,0.7758572843808933,0.7677961853381395,0.7732567854670453,0.7629517676827958,0.7696918789238738,0.004493138831077217
0.19569602012634277,0.0190560227797238,0.0024121761322021484,0.00047981241413165934,64,{'SVM__max_iter': 64},0.6892769329927669,0.6096774963595999,0.7384342698909074,0.7655880738106038,0.7444916569191473,0.709493685994605,0.0558229066329125,10,0.7201397674918241,0.6072470817120623,0.7509667947769212,0.7828546107755844,0.773446265307584,0.7269309040127953,0.06362263860460368
0.33316679000854493,0.011633003826283121,0.0037926673889160157,0.0031157750325705286,128,{'SVM__max_iter': 128},0.7624489747201069,0.7807046859707335,0.7510801842877946,0.761923802248693,0.7668651977751784,0.7646045690005013,0.009581923479642516,4,0.7932357188894991,0.7725868921725431,0.7719155069107922,0.7801064071041514,0.7674828722159891,0.7770654794585949,0.009045774782584682
0.567564868927002,0.019298084620674203,0.0040131092071533205,0.003335147001614904,256,{'SVM__max_iter': 256},0.7144195650617078,0.7757692583132415,0.7699326824377551,0.7750948891169941,0.7583371129836959,0.7587107015826788,0.0230096204052206,5,0.7767420209591559,0.7687928194600272,0.7884494879568403,0.7874782172781745,0.7657447303716789,0.7774414552051753,0.009316811239034675
1.0703887462615966,0.035220447630897676,0.002998971939086914,0.0006334021407463852,512,{'SVM__max_iter': 512},0.7297569883745911,0.7863920651213866,0.7654448449547636,0.7771896111336565,0.7768912176839894,0.7671349454536774,0.01983474689915161,2,0.7812313504093958,0.7808568666300638,0.7892551502709414,0.7876468095772362,0.782839691103101,0.7843659735981477,0.0034391035390948406
1.7878197193145753,0.03687553675214881,0.002803468704223633,0.0003976417825144958,1024,{'SVM__max_iter': 1024},0.7407557709293167,0.7852701057506385,0.7633501229381014,0.7699326824377551,0.7768912176839894,0.7672399799479602,0.015113085640574227,1,0.7848598147573466,0.7856266859229906,0.7853461960803038,0.7825219020792056,0.7809881597479174,0.7838685517175528,0.0018092647295717787
2.0926912784576417,0.2240767097271387,0.0012638092041015625,0.001167826433286996,2048,{'SVM__max_iter': 2048},0.7326752763123344,0.7842973431047241,0.752052946933709,0.7801078990713998,0.7768912176839894,0.7652049366212312,0.01977038731412584,3,0.7853461960803038,0.7840183452292855,0.7840183452292855,0.7851030054188252,0.7799780979207944,0.7836927979756989,0.0019356326537596188
