k,GMM,Kmeans
2,0.01355753015653274,0.025203923887611328
3,0.0076874307894694155,0.02333903448481322
4,0.007487830172193472,0.02356667516024561
5,0.006504610913374406,0.02338206670154222
6,0.008259184320736343,0.023726495520987892
7,0.013461665871487942,0.024085825424012552
8,0.017349613514644355,0.02391536892319076
9,0.017964728922924892,0.024600843330470502
10,0.017195767642899373,0.024921999736120522
15,0.024356354648798925,0.02694813825135149
20,0.025668902931474107,0.025997609815969817
25,0.02593014907755644,0.025022432518658527
30,0.024122918103622142,0.02879220648086609
35,0.02732340240308537,0.02732340240308537
40,0.026089905469036282,0.026089905469036282
