k,GMM,Kmeans
2,0.5061224489795918,0.5142857142857142
3,0.5336734693877551,0.5295918367346939
4,0.5244897959183673,0.5438775510204081
5,0.513265306122449,0.5306122448979592
6,0.5265306122448979,0.5306122448979592
7,0.5357142857142857,0.5581632653061225
8,0.5408163265306123,0.5285714285714286
9,0.5438775510204081,0.5357142857142857
10,0.5459183673469388,0.5408163265306123
15,0.5581632653061225,0.573469387755102
20,0.5540816326530612,0.5663265306122449
25,0.5683673469387756,0.5897959183673469
30,0.5755102040816327,0.5755102040816327
35,0.576530612244898,0.576530612244898
40,0.5938775510204082,0.5938775510204082
