k,GMM,Kmeans
2,0.042982014531071734,0.46030008459556193
3,-0.0008616724824328457,0.08857495861676241
4,0.0016842427255240777,0.16896706838341813
5,-0.00025626356475523293,0.04315822880427122
6,0.12989503897895788,0.17140348622465584
7,0.0002907263573933942,0.030842859846831744
8,-0.012872145412707802,0.021056825527325174
9,-0.01801141189464404,0.028608703208058566
10,-0.0010522409747418192,0.048972222848117884
15,0.0153729873939609,0.06268352283996376
20,0.04173100159033686,0.052034830079688475
25,0.05530318013519429,0.09582381964169949
30,0.05722739628791556,0.06725347465876902
35,0.07941654970134346,0.0843680804057733
40,0.07141972454187501,0.10458430253499906
