k,Madelon log-likelihood
2,66.60498504356023
3,67.01972181862664
4,67.48795502202911
5,67.83182153871063
6,68.12537981774396
7,68.37140159656057
8,68.62289802129257
9,69.0140610682612
10,69.27939074395942
15,70.84754354744703
20,73.1475946454285
25,76.05386618976321
30,81.12734763492514
35,87.38732159340472
40,94.09276409500394
