,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,1.1665523052215576,0.14834352529231717,0.1202430248260498,0.002064559649497073,logistic,0.00031622776601683794,"(53, 53, 53)",0.016,"{'NN__activation': 'logistic', 'NN__alpha': 0.00031622776601683794, 'NN__hidden_layer_sizes': (53, 53, 53), 'NN__learning_rate_init': 0.016}",0.7753069153069153,0.7525951825951825,0.7573659673659673,0.7852425665101721,0.7583048401769188,0.7657615538901227,0.012409811899539337,1,0.768550266717377,0.7606813726924315,0.767125498571331,0.7733222095559997,0.7663344035804632,0.7672027502235206,0.004063297720727574
