,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_filter__n,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,5.2053991794586185,0.3017659183776532,0.15936837196350098,0.03632620095584115,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 2}",0.6535714285714286,0.5714285714285714,0.5607142857142857,0.6714285714285714,0.6857142857142857,0.6285714285714286,0.052147749281268516,236,0.6633928571428571,0.6348214285714285,0.6410714285714286,0.6026785714285714,0.6517857142857143,0.6387500000000002,0.02048985562841939
1,6.645180559158325,1.300828211925959,0.20024948120117186,0.1166390448106674,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 3}",0.6571428571428571,0.6428571428571429,0.6214285714285714,0.7071428571428572,0.6357142857142857,0.6528571428571428,0.029485382057929003,170,0.6946428571428571,0.6857142857142857,0.6866071428571429,0.66875,0.6339285714285714,0.6739285714285714,0.02170506148062132
2,6.025894355773926,1.9164273108123768,0.15681347846984864,0.04308960102688914,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 4}",0.6678571428571428,0.6928571428571428,0.6214285714285714,0.7035714285714286,0.7107142857142857,0.6792857142857143,0.03237219769607047,103,0.70625,0.7080357142857143,0.7071428571428572,0.6580357142857143,0.6553571428571429,0.6869642857142858,0.024734560222242807
3,3.9983652591705323,1.1165365726693375,0.14783759117126466,0.02356134835030331,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 5}",0.6535714285714286,0.7464285714285714,0.5607142857142857,0.6928571428571428,0.675,0.6657142857142857,0.060844398397276726,129,0.6866071428571429,0.7446428571428572,0.6008928571428571,0.6866071428571429,0.6696428571428571,0.6776785714285715,0.046052737072151705
4,3.832025957107544,1.455519467530097,0.1394728660583496,0.009471589668385051,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 6}",0.7035714285714286,0.7214285714285714,0.6678571428571428,0.6892857142857143,0.6928571428571428,0.695,0.017583619464415973,80,0.6910714285714286,0.7571428571428571,0.71875,0.675,0.6821428571428572,0.7048214285714286,0.030080673841779364
5,4.075702476501465,1.250265339837321,0.23516244888305665,0.14609319053918646,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 7}",0.6892857142857143,0.65,0.6678571428571428,0.7357142857142858,0.6785714285714286,0.6842857142857143,0.028802635933794233,96,0.7464285714285714,0.6857142857142857,0.7276785714285714,0.7017857142857142,0.6607142857142857,0.7044642857142857,0.030241375900023643
6,4.655934858322143,0.9156153505728625,0.1604783535003662,0.027928531951287767,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 8}",0.6821428571428572,0.75,0.6428571428571429,0.7035714285714286,0.7214285714285714,0.7,0.03621083387324734,78,0.7133928571428572,0.7633928571428571,0.7116071428571429,0.6758928571428572,0.6928571428571428,0.7114285714285714,0.029366178658102426
7,4.277870225906372,1.4241350311522158,0.15988945960998535,0.022373681286304997,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 9}",0.7321428571428571,0.7357142857142858,0.7,0.6928571428571428,0.6785714285714286,0.7078571428571429,0.022406267344797316,62,0.7946428571428571,0.7669642857142858,0.7339285714285714,0.6919642857142857,0.6633928571428571,0.7301785714285713,0.04784048217455462
8,3.339117479324341,0.8383563363611617,0.13925232887268066,0.009656249883097542,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 10}",0.6821428571428572,0.7535714285714286,0.6821428571428572,0.6642857142857143,0.7571428571428571,0.7078571428571429,0.039344112439772594,62,0.7482142857142857,0.7741071428571429,0.7321428571428571,0.65,0.7660714285714286,0.7341071428571428,0.04449403766523221
9,3.583916425704956,0.6565068174579094,0.16101560592651368,0.040149800668150354,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 15}",0.7035714285714286,0.7357142857142858,0.7714285714285715,0.825,0.7821428571428571,0.7635714285714286,0.04136694924448642,27,0.7875,0.775,0.7946428571428571,0.8285714285714286,0.7696428571428572,0.7910714285714286,0.020732750390999997
10,4.4815758228302,1.0098279698638573,0.1504072666168213,0.010558089971494116,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 20}",0.7321428571428571,0.7892857142857143,0.7464285714285714,0.825,0.8428571428571429,0.7871428571428571,0.042952275366779744,14,0.8107142857142857,0.8214285714285714,0.79375,0.8455357142857143,0.8526785714285714,0.8248214285714285,0.021822276111668044
11,3.641789674758911,0.8300767065734563,0.14044857025146484,0.021547671924576687,0.1,"(50, 50)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 25}",0.6642857142857143,0.7571428571428571,0.75,0.775,0.7964285714285714,0.7485714285714286,0.04509626890761313,36,0.73125,0.81875,0.8223214285714285,0.79375,0.7830357142857143,0.7898214285714286,0.032818300021886126
