k,GMM,Kmeans
2,0.5224489795918368,0.5091836734693878
3,0.5122448979591837,0.5285714285714286
4,0.539795918367347,0.5479591836734694
5,0.5173469387755102,0.536734693877551
6,0.5122448979591837,0.5326530612244897
7,0.5326530612244897,0.5479591836734694
8,0.5173469387755102,0.560204081632653
9,0.5377551020408163,0.5530612244897959
10,0.5418367346938775,0.563265306122449
15,0.5357142857142857,0.5530612244897959
20,0.5642857142857143,0.5642857142857143
25,0.5510204081632653,0.5663265306122449
30,0.5806122448979592,0.5724489795918367
35,0.5775510204081633,0.5867346938775511
40,0.5877551020408164,0.5816326530612245
