k,GMM,Kmeans
2,0.30618339098694664,0.21572276148955472
3,0.2519023306609438,0.2284970345572972
4,0.2597560502453204,0.19356709422417098
5,0.23570873954296337,0.21851351437328512
6,0.24755004379442538,0.21508750811433616
7,0.20876060742668917,0.1700997037128766
8,0.21964194230441805,0.1894026072663375
9,0.21426560716102444,0.17125207603387602
10,0.19193743567683716,0.18423443913182178
15,0.03155841022803526,0.21051912479843418
20,0.05129598672100814,0.2172310873190606
25,-0.022227248090508942,0.22145995980876573
30,0.038794389935027165,0.23159797777676133
35,0.07258533875699259,0.22218091422484876
40,0.064257011825757,0.21904197848429702
