k,GMM,Kmeans
2,0.01960083041755235,0.022444171167572344
3,0.016145051112737403,0.0194987046207777
4,0.01775559499123621,0.019666173895528705
5,0.0176940396622562,0.0187679219727546
6,0.016996990576065445,0.019053442252292812
7,0.016438785983007756,0.01856444404524631
8,0.016714506524328845,0.018565576183108452
9,0.01599844710817566,0.01781288664328227
10,0.017752635642209132,0.017785777970316156
15,0.01638417809518134,0.01657228312695158
20,0.011846157917027507,0.01711018795699427
25,0.010227211886241178,0.015774298094105504
30,0.009079501143784608,0.0155278291276854
35,0.012457540655048996,0.015117055738098725
40,0.010903788157045157,0.012753216251471862
