k,GMM,Kmeans
2,0.5153061224489796,0.5040816326530613
3,0.523469387755102,0.5306122448979592
4,0.5326530612244897,0.5255102040816326
5,0.5561224489795918,0.5295918367346939
6,0.5448979591836735,0.5377551020408163
7,0.5520408163265306,0.523469387755102
8,0.5622448979591836,0.5479591836734694
9,0.5744897959183674,0.5683673469387756
10,0.5683673469387756,0.5683673469387756
15,0.5693877551020409,0.5540816326530612
20,0.5714285714285714,0.5479591836734694
25,0.573469387755102,0.5846938775510204
30,0.5775510204081633,0.5846938775510204
35,0.5775510204081633,0.5795918367346938
40,0.5928571428571429,0.5969387755102041
