k,Adult log-likelihood
2,-19.965574345445678
3,-17.275530989723944
4,23.53066544037925
5,23.896006110556982
6,42.159995437901586
7,49.535326847994845
8,52.51794536095394
9,51.809189438256254
10,70.91077734942047
15,82.32103934499911
20,100.0434239014905
25,133.57724658040965
30,146.74988805678146
35,151.2376177372502
40,170.70603738564154
