k,GMM,Kmeans
2,0.7592860588519055,0.7592860588519055
3,0.7592860588519055,0.7592860588519055
4,0.7592860588519055,0.7592860588519055
5,0.7592860588519055,0.7592860588519055
6,0.7592860588519055,0.7592860588519055
7,0.7592860588519055,0.7592860588519055
8,0.7660395561987458,0.7978774722624216
9,0.7674867342016402,0.7592860588519055
10,0.7689339122045344,0.7592860588519055
15,0.768451519536903,0.7602508441871684
20,0.769416304872166,0.7776169802219006
25,0.7780993728895321,0.818620356970574
30,0.7650747708634829,0.7949831162566329
35,0.7829232995658466,0.8133140376266281
40,0.7945007235890015,0.7742402315484804
