k,GMM,Kmeans
2,-4.905371373600928e-05,-0.0006894603306906037
3,0.0004274150078360043,0.0011337462606996666
4,0.0011131220241354536,1.3727218334030555e-05
5,0.0036508375234598944,0.0003045992068735436
6,0.0011909180679791297,0.0006079489905311899
7,0.0022268220412166298,-0.0008688783088296742
8,0.003897491523790842,0.0011177700615691395
9,0.004234754033326944,0.004892951106531381
10,0.0035740124205070026,0.0035345116591888708
15,0.003277256297774278,0.0012801279490248134
20,0.003190558754647508,-0.0005831402027271098
25,0.0014614454251644197,0.0026595136746592972
30,0.001445308168066937,0.0026102584157656804
35,0.002104147098935354,0.0016376342869606777
40,0.0025444210985995693,0.0028899318638525655
