,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.7320815563201905,0.15670160073704592,0.005913925170898437,0.0028484638943969505,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 2}",0.5,0.5000000000000001,0.5,0.5,0.5,0.5,4.96746284162603e-17,130,0.5,0.5,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,8.599750569898517e-17
1,0.9582847118377685,0.27886029306216004,0.008221244812011719,0.001623905060646071,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 3}",0.5,0.5000000000000001,0.5,0.5,0.5,0.5,4.96746284162603e-17,130,0.5,0.5,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,8.599750569898517e-17
2,0.9820179462432861,0.2331409074234779,0.009858798980712891,0.0015229057716831306,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 4}",0.5,0.5000000000000001,0.5,0.5,0.5,0.5,4.96746284162603e-17,130,0.5,0.5,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,8.599750569898517e-17
3,1.2614925861358643,0.1642138884456172,0.012400579452514649,0.0033811541743333784,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 5}",0.5,0.5000000000000001,0.5,0.5,0.5,0.5,4.96746284162603e-17,130,0.5,0.5,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,8.599750569898517e-17
4,1.5973147392272948,0.2145977298594157,0.010293817520141602,0.0010294287270681773,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 6}",0.5,0.5000000000000001,0.5,0.5,0.5,0.5,4.96746284162603e-17,130,0.5,0.5,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,8.599750569898517e-17
5,1.5110462665557862,0.14344894868866412,0.009902524948120116,0.00040263253771219887,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 7}",0.5,0.5000000000000001,0.7299206349206351,0.5,0.5,0.5460284917954962,0.09200151086309215,74,0.5,0.5,0.7218283994338507,0.5000000000000001,0.5000000000000001,0.5443656798867702,0.08873135977354026
6,1.5538943767547608,0.3929052077821389,0.010892581939697266,0.0015550378652971987,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 8}",0.710873015873016,0.5000000000000001,0.5,0.5,0.7271923052177829,0.5874784002133362,0.10739192391617314,37,0.7467029368496697,0.5,0.5000000000000001,0.49111261075643836,0.7447817460317462,0.596519458727571,0.12188469827082701
7,2.092987060546875,0.6342265604076177,0.01441049575805664,0.004616133192914894,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 9}",0.5,0.5000000000000001,0.7388888888888889,0.5,0.7136331467541659,0.5903856143262708,0.11111989623380673,18,0.5,0.5,0.7413818501774692,0.5025062656641605,0.7375000000000002,0.596277623168326,0.11690237409733535
8,1.9492047786712647,0.3170602907704949,0.016523170471191406,0.002390563309639979,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 10}",0.5,0.5000000000000001,0.5,0.5,0.5,0.5,4.96746284162603e-17,130,0.5,0.5,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,8.599750569898517e-17
9,3.642731952667236,0.5313622942025767,0.02176060676574707,0.0036351407077514926,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 15}",0.5,0.5000000000000001,0.5,0.5,0.5,0.5,4.96746284162603e-17,130,0.5,0.5,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,8.599750569898517e-17
10,3.669786310195923,0.9147757252877788,0.025303173065185546,0.0037532980230341587,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 20}",0.6143650793650794,0.5000000000000001,0.6143650793650794,0.5,0.6172553561088594,0.5691507370699349,0.05651657817560702,57,0.6396879808735499,0.5,0.614378479956842,0.5000000000000001,0.6101984126984129,0.5728529747057609,0.06033420128190219
11,5.4139467716217045,2.3519029697892915,0.03551106452941895,0.006918148439201559,0.1,"(50, 50)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 25}",0.5,0.682777777777778,0.5,0.5,0.6927877501125909,0.5749995748066945,0.09202059514618258,49,0.5,0.6465090446529349,0.5000000000000001,0.5000000000000001,0.6912301587301588,0.5675478406766188,0.08392892215763054
