,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,10.717725229263305,0.7248181320949918,0.01932249069213867,0.004814401882395807,relu,10.0,"(1000, 1000)",0.032,"{'NN__activation': 'relu', 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (1000, 1000), 'NN__learning_rate_init': 0.032}",0.48928571428571427,0.5035714285714286,0.5,0.5107142857142857,0.5178571428571429,0.5042857142857143,0.00968904283303611,1,0.5142857142857142,0.5071428571428571,0.5,0.5017857142857143,0.5026785714285714,0.5051785714285714,0.005125964319431169
