,0,1,2,3,4,5,6,7,8,9
2,0.49181209344051985,0.41573950630949025,0.3853232369672412,0.48021473128931763,0.425647099836205,0.30890415374755936,0.38363963233859405,0.3460117923103487,0.40759337351454245,0.25473025157730866
3,0.553291326025545,0.4414950152006591,0.4457681354142969,0.5961286398507841,0.5373716647667954,0.4377842800165741,0.45890870265395994,0.47649391446448025,0.5225808473701088,0.3099729520121189
4,0.5782729766776464,0.5019410470970963,0.4879701643530897,0.6280055025735408,0.5766823323327074,0.5198340321066454,0.5712216897727279,0.579910707454667,0.6030279121539065,0.429412968894124
5,0.6347910171408825,0.5121821923461097,0.6026113246291304,0.651865330544619,0.6182439093311903,0.550594044637169,0.6237945381085802,0.6325222874273478,0.6175237358807248,0.540971360348862
6,0.7021445689140025,0.5895259905579383,0.6386914311021762,0.6997213103605613,0.6701046918952558,0.6390730989312867,0.6622589194005039,0.6764913996104017,0.631051780117974,0.6342702071495153
7,0.723449926572578,0.588599608031914,0.6865993169403283,0.7006969928952034,0.6635427404308394,0.6626182696400114,0.696007155458192,0.742829190599827,0.6597031154548052,0.6536849739147002
8,0.7416348006371946,0.6159477234861781,0.6800214614092125,0.7052356997172852,0.6541283795005745,0.7010571109389947,0.6810088970286937,0.7369099687624665,0.6989147673055754,0.6758882470082552
9,0.774156173242203,0.6657894393310556,0.6868310219583185,0.7535794662829153,0.7150638441552843,0.7512587167414797,0.7255257319021086,0.7810547582463258,0.7362931181264424,0.6939454690113276
10,0.7959611956452889,0.7083207648052177,0.7548568899343675,0.7627826828958173,0.7187471613850053,0.7703770854493187,0.7561223858374464,0.8172862809654502,0.7695273212402767,0.7254390120228639
15,0.854539557616169,0.806409530693428,0.7946519952489218,0.7912045170869014,0.7974424947190834,0.8483817141923566,0.8426408841074189,0.8387772339480766,0.8249717278323315,0.8095426294262896
20,0.8849981879864187,0.8632035030305731,0.8311831727494782,0.8635075902886229,0.8675321635128215,0.8996326730649724,0.8652210095277452,0.8660353431180364,0.9041520560562386,0.841622581087613
25,0.9132733328878143,0.8946070048052999,0.8811408226540748,0.8844556826315404,0.9005071215544911,0.9077168358678819,0.8844508790030712,0.8950427941220043,0.9261996874499683,0.8804167623693298
30,0.934791748124486,0.9025740221966946,0.9141472179060993,0.901022614836917,0.9139634183750878,0.9220870702742751,0.8832945916178521,0.9029455999977352,0.9241774140056024,0.9052563319912508
35,0.9314446387530565,0.9074912157685486,0.9259960902365204,0.9126799151704168,0.9302515535023527,0.9351073370587727,0.9177530284403963,0.9253823017472378,0.9371224987663552,0.911760946267379
40,0.9460285848746764,0.9186073610198311,0.9361375223182834,0.9265004344579978,0.9392967649132111,0.931897071698534,0.9227300225538528,0.9283828647870344,0.9468196279597179,0.9210130712437212
45,0.9489387394054045,0.921514862572445,0.9370378586412021,0.9387296546063877,0.9456468096738004,0.9359289839615343,0.9421270249180966,0.9346634237751523,0.9470050076421059,0.9262430825511332
50,0.9559005258660458,0.9349048861935491,0.9481106275061064,0.941681401636088,0.9520394449088325,0.9489193864780812,0.9523963551184432,0.9401984800394689,0.9565777067121792,0.9413330682756287
55,0.9535659810266831,0.9398158739027225,0.9537133032558808,0.9483137368737381,0.9588046141158852,0.9546086561834173,0.954893559108345,0.9443555361196306,0.959052483522061,0.9433479662374817
60,0.9567837359050705,0.9359038503174172,0.9550984056741456,0.9527590884435848,0.9646376937212641,0.95505518012045,0.9577553983130063,0.9473528623821621,0.959835012959785,0.9484399039312247
