,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,1.094888734817505,0.09255517501389511,0.0013992786407470703,0.0017424544914319527,logistic,0.00031622776601683794,"(53, 53, 53)",0.016,"{'NN__activation': 'logistic', 'NN__alpha': 0.00031622776601683794, 'NN__hidden_layer_sizes': (53, 53, 53), 'NN__learning_rate_init': 0.016}",0.681064491064491,0.6930225330225331,0.6705749805749806,0.6366040688575899,0.6826751152796512,0.6727937780751303,0.01943831164661185,1,0.7034468466887063,0.7224578957120428,0.6898374340520561,0.6640593285430999,0.7023453006421484,0.6964293611276107,0.019250976955181003
