k,Adult log-likelihood
2,3.5777346014900417
3,14.059230365192118
4,12.16592523769711
5,15.229638637564804
6,17.572798213760027
7,22.8192258722223
8,22.444035309199574
9,23.91914861265213
10,24.328327279632408
15,29.328468338909236
20,29.720488506661813
25,31.940683190592328
30,31.840160926605822
35,32.79339717685301
40,34.24017123718544
