k,GMM,Kmeans
2,0.060787342448017354,0.07227768991689808
3,0.04191972644224678,0.066430171690284
4,0.04257885469291115,0.06669388662201264
5,0.03217310540721833,0.06655571303790778
6,0.022574302301640665,0.06618015216202451
7,0.028776185236552405,0.06528186177049339
8,0.012760109061885752,0.06337937637611679
9,0.004209685120638988,0.06449858542939435
10,0.012213390879944186,0.0616741074499809
15,0.015442376987890957,0.06398496900237513
20,0.01979079781431468,0.06521785652165712
25,0.018158204675696663,0.0649019130036502
30,0.030074069722844675,0.06492889058030388
35,0.03580553194983131,0.06686749095448152
40,0.04088557309753322,0.06789395453339386
