,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,1.2754019260406495,0.11947124520953602,0.008358430862426759,0.006296882325530682,logistic,0.00031622776601683794,"(53, 53, 53)",0.016,"{'NN__activation': 'logistic', 'NN__alpha': 0.00031622776601683794, 'NN__hidden_layer_sizes': (53, 53, 53), 'NN__learning_rate_init': 0.016}",0.7521367521367521,0.7657964257964257,0.7228904428904428,0.766338028169014,0.7525251733115844,0.7519321057567891,0.01577637327416108,1,0.8321162829252119,0.7990174853476102,0.8539334718118252,0.8281955630146736,0.863230686904067,0.8352986980006776,0.022380167483782364
