iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.118917841178,0.119710109554,0.117690970591,0.758124076809,0.756277695716,0.757969303424,0.00907715582451,0,0.00966183574879,0.3338677
10,0.118839770079,0.119641482783,0.117418810758,0.758493353028,0.756277695716,0.757969303424,0.012084592145,0,0.00966183574879,2.9369966
20,0.11877503124,0.119534159277,0.117287227636,0.758124076809,0.756277695716,0.757969303424,0.00907715582451,0,0.00966183574879,5.2894414
30,0.118628804222,0.119461752382,0.117008082129,0.757754800591,0.756277695716,0.757969303424,0.00906344410876,0,0.00966183574879,7.5742894
40,0.118603264415,0.119403352973,0.116923981204,0.757754800591,0.756277695716,0.757969303424,0.00906344410876,0,0.00966183574879,9.8311019
50,0.118291855339,0.119103844003,0.116555948391,0.758124076809,0.759231905465,0.759149940968,0.015037593985,0,0.00970873786408,12.104132
60,0.118386904903,0.119140432596,0.116980200219,0.758124076809,0.759231905465,0.759149940968,0.015037593985,0,0.00970873786408,14.2728678
70,0.11812778813,0.118776470379,0.116521686,0.758124076809,0.759231905465,0.759149940968,0.015037593985,0,0.00970873786408,16.6069429
80,0.118038130849,0.118788101692,0.116343278434,0.758493353028,0.759231905465,0.759149940968,0.018018018018,0,0.00970873786408,18.9019054
90,0.117890930405,0.118856416406,0.116210716479,0.758493353028,0.759231905465,0.759149940968,0.018018018018,0,0.00970873786408,21.1599385
100,0.117804881854,0.118796774864,0.116140551807,0.759231905465,0.759231905465,0.759149940968,0.0180722891566,0,0.00970873786408,23.412113
110,0.11775738804,0.118757284597,0.116034336374,0.759231905465,0.759231905465,0.759149940968,0.0180722891566,0,0.00970873786408,25.5967895
120,0.117675104791,0.118771526163,0.116003618779,0.759231905465,0.757754800591,0.759149940968,0.0180722891566,0,0.00970873786408,27.8455176
130,0.117600353636,0.11886216551,0.11589701683,0.759601181684,0.757754800591,0.759149940968,0.0210526315789,0,0.00970873786408,30.0515414
140,0.11757187514,0.11886989317,0.115841099285,0.759601181684,0.757754800591,0.759149940968,0.0210526315789,0,0.00970873786408,32.2603337
150,0.117559520464,0.118827470556,0.115858225634,0.759601181684,0.757754800591,0.759149940968,0.0210526315789,0,0.00970873786408,34.4663515
160,0.117501037396,0.118767153396,0.115708724465,0.759601181684,0.757754800591,0.759149940968,0.0210526315789,0,0.00970873786408,36.6268337
170,0.1173840947,0.118753692646,0.115630154813,0.760339734121,0.757754800591,0.759149940968,0.0240601503759,0,0.00970873786408,38.7943042
180,0.117321978448,0.118748585074,0.115551055753,0.760339734121,0.756277695716,0.757969303424,0.0269865067466,0,0.0191387559809,40.9658614
190,0.117303245183,0.118744066921,0.115527022928,0.760339734121,0.756277695716,0.757969303424,0.0269865067466,0,0.0191387559809,43.3112687
200,0.117226735013,0.118546990346,0.115168726096,0.760339734121,0.759231905465,0.760330578512,0.0327868852459,0,0.0287081339713,45.4570063
210,0.117069004434,0.118392140796,0.115077362462,0.759970457903,0.759231905465,0.760330578512,0.0327380952381,0,0.0287081339713,47.6791973
220,0.11705004617,0.118383668498,0.115055540919,0.759970457903,0.759231905465,0.760330578512,0.0327380952381,0,0.0287081339713,49.8699272
