iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.299867481851,0.294110357752,0.29873382068,0.312038404727,0.307237813885,0.321133412043,0.361330133699,0.354883081155,0.370208105148,6.5989967
10,0.124940043874,0.127072050997,0.125409848651,0.738183161004,0.7341211226,0.734356552538,0.0327421555252,0.0322580645161,0.025974025974,72.0682521
20,0.122536768383,0.121295600955,0.121916813132,0.73670605613,0.741506646972,0.742621015348,0.0299319727891,0.0112994350282,0.018018018018,140.181309
30,0.123020353153,0.122822290269,0.125325685796,0.726366322009,0.72082717873,0.721369539551,0.103990326481,0.0689655172414,0.078125,210.2094064
40,0.120739563263,0.121001693942,0.122191401054,0.753323485968,0.757754800591,0.749704840614,0.00298507462687,0,0,280.0801458
50,0.120005201651,0.119959193332,0.120037455871,0.759231905465,0.759231905465,0.759149940968,0,0,0,352.4317063
60,0.118920987154,0.119017861951,0.118958639356,0.758862629247,0.757754800591,0.759149940968,0,0,0,419.0950337
70,0.119975831377,0.120206269189,0.120355262942,0.759231905465,0.759231905465,0.759149940968,0,0,0,485.8961559
80,0.119797935743,0.119440113696,0.11950501074,0.758493353028,0.759231905465,0.759149940968,0.0030487804878,0,0,552.1751309
90,0.118487388094,0.118438694724,0.119373396758,0.756646971935,0.753323485968,0.752066115702,0.00302571860817,0,0,631.5321991
100,0.118681550231,0.118331206371,0.118752878018,0.759601181684,0.759231905465,0.759149940968,0.00306278713629,0,0,709.3796344
110,0.117013741701,0.117135748299,0.11674771361,0.756277695716,0.759231905465,0.75678866588,0.00602409638554,0,0,791.8214486
120,0.119547029135,0.12025817481,0.119980565712,0.758862629247,0.757754800591,0.759149940968,0.0030534351145,0,0,864.0975053
130,0.119194337566,0.119107269394,0.119294780172,0.759231905465,0.759231905465,0.759149940968,0,0,0,936.5420113
140,0.118571789559,0.11706535802,0.118003169081,0.758124076809,0.759231905465,0.759149940968,0,0,0,1005.7422916
