,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,11.40874195098877,0.7829654914780396,0.014829730987548828,0.004866361777135666,relu,10.0,"(1000, 1000)",0.032,"{'NN__activation': 'relu', 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (1000, 1000), 'NN__learning_rate_init': 0.032}",0.5535714285714286,0.4785714285714286,0.5035714285714286,0.5,0.5428571428571428,0.5157142857142857,0.028085147501910712,1,0.5741071428571428,0.5133928571428571,0.5258928571428572,0.5,0.5571428571428572,0.5341071428571429,0.02753360655264614
