k,GMM,Kmeans
2,0.01868309450027338,0.023297911259109332
3,0.017803970020976275,0.02066440558455169
4,0.01744152918525621,0.019522026956505456
5,0.017412190948881367,0.019548571074134772
6,0.017874655962049006,0.01868201973016355
7,0.018903420640224114,0.018850019133533905
8,0.01800384180563453,0.019215808831072906
9,0.017517015283930588,0.018292808797542772
10,0.01736400669324032,0.01777243959733674
15,0.012392761918673492,0.01646188296605821
20,0.012007307682586846,0.012903379329875921
25,0.010482929756042966,0.015247115360442416
30,0.010465215201890863,0.017031572324141212
35,0.0095854531312032,0.009367038097258397
40,0.008436562748044853,0.014809054077559176
