k,GMM,Kmeans
2,0.7144990013703529,0.08818149185569846
3,0.07029798111652993,0.07954072397746918
4,0.07465020910230456,0.0709419762582226
5,0.05370472913018789,0.08602708724338504
6,0.06459124776090581,0.0810778558182325
7,0.055411075065058366,0.08073290894495563
8,0.020141572341281378,0.07187817351448658
9,0.0433802852660367,0.06069551762409006
10,0.06648179414807275,0.050143521252315686
15,0.0525430141058004,0.05809704922454415
20,0.021559102063666086,0.09648723053271965
25,0.04366589696125982,0.06824011463565635
30,0.05025562190223361,0.09598293392894984
35,0.06932915708055906,0.09736383126330216
40,0.09015989515544826,0.1109973842423304
