k,GMM,Kmeans
2,-4.043183116601279e-05,0.1506444622073927
3,0.07992956233121752,0.10775432340774962
4,0.0875325829464894,0.0961662370299936
5,0.07616208568256871,0.08639531314800768
6,0.0968002449017962,0.08336905220675472
7,0.07864963715675088,0.08362692721878096
8,0.019258185961065453,0.056646386735288816
9,0.05984942960177177,0.07604460873175475
10,0.01935263386396813,0.04555792413902738
15,0.045904000428229425,0.06256973030436316
20,0.04130781266214935,0.046668546336932064
25,0.03617278334853768,0.045761951762647114
30,0.03975132342877353,0.04406827125175847
35,0.042589972642460935,0.04316702618036067
40,0.03962183829295812,0.043538052577569215
