k,Adult log-likelihood
2,-82.86689110073706
3,-49.36227377192779
4,-49.41620051211864
5,-28.513756132333683
6,0.16402877639406901
7,26.04342759493844
8,69.48325192580849
9,69.14959257245839
10,84.50431000755233
15,113.6152702088369
20,132.38125917251054
25,127.5212334179339
30,138.92333145152037
35,154.71536249216282
40,162.70856843330813
