k,GMM,Kmeans
2,0.7592860588519055,0.7592860588519055
3,0.7592860588519055,0.7592860588519055
4,0.7592860588519055,0.7592860588519055
5,0.7592860588519055,0.7592860588519055
6,0.7592860588519055,0.7592860588519055
7,0.7592860588519055,0.7592860588519055
8,0.7592860588519055,0.7592860588519055
9,0.8109020742884708,0.8051133622768933
10,0.7592860588519055,0.7592860588519055
15,0.76410998552822,0.8166907863000482
20,0.79401833092137,0.7785817655571635
25,0.7597684515195369,0.7891944042450555
30,0.7761698022190062,0.8027013989387362
35,0.7911239749155813,0.804630969609262
40,0.808972503617945,0.803666184273999
