k,GMM,Kmeans
2,0.5459183673469388,0.5255102040816326
3,0.5102040816326531,0.5357142857142857
4,0.5438775510204081,0.5204081632653061
5,0.5346938775510204,0.5387755102040817
6,0.5438775510204081,0.5459183673469388
7,0.539795918367347,0.5285714285714286
8,0.5510204081632653,0.5622448979591836
9,0.5551020408163265,0.5622448979591836
10,0.5510204081632653,0.5653061224489796
15,0.5653061224489796,0.5816326530612245
20,0.5693877551020409,0.5897959183673469
25,0.5622448979591836,0.573469387755102
30,0.5704081632653061,0.5867346938775511
35,0.576530612244898,0.5908163265306122
40,0.5948979591836735,0.5806122448979592
