,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,44.57580018043518,20.679367260752347,0.31957478523254396,0.3566857330848738,0.1,"(50, 50)",417,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 417}",0.5178571428571429,0.525,0.525,0.48928571428571427,0.49642857142857144,0.5107142857142857,0.014982983545287893,351,0.6544642857142857,0.9133928571428571,0.6544642857142857,0.8508928571428571,0.7589285714285714,0.7664285714285715,0.10378917996376606
1,10.558396768569946,8.050873265811093,0.007250308990478516,0.0023783868983365316,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 2}",0.675,0.5892857142857143,0.5571428571428572,0.6464285714285715,0.6142857142857143,0.6164285714285714,0.04144088486960083,9,0.6517857142857143,0.6348214285714285,0.6375,0.6071428571428571,0.6071428571428571,0.6276785714285714,0.017731702267580602
2,64.99871535301209,4.187643415889313,0.38520107269287107,0.47651580269174354,0.1,"(50, 50)",195,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 195}",0.5357142857142857,0.5357142857142857,0.5821428571428572,0.55,0.6321428571428571,0.5671428571428572,0.0366589354867324,48,0.73125,0.7616071428571428,0.9008928571428572,0.8017857142857143,0.8616071428571429,0.8114285714285714,0.06249081565171262
3,79.62628169059754,21.238992986733127,0.42538161277770997,0.6025605507961707,0.1,"(50, 50)",389,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 389}",0.5285714285714286,0.5535714285714286,0.5285714285714286,0.55,0.5821428571428572,0.5485714285714286,0.019769075004425794,140,0.8982142857142857,0.9196428571428571,0.8410714285714286,0.8973214285714286,0.5705357142857143,0.825357142857143,0.13004438998798426
4,65.0000816822052,29.836036309223896,0.3121608257293701,0.41124396248857914,0.1,"(50, 50)",168,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 168}",0.5392857142857143,0.575,0.5464285714285714,0.5678571428571428,0.5642857142857143,0.5585714285714286,0.01347711590293801,73,0.7098214285714286,0.8714285714285714,0.775,0.9205357142857142,0.8491071428571428,0.8251785714285715,0.074336778465663
5,62.406493759155275,17.64080219793318,0.2266012668609619,0.423603135595842,0.1,"(50, 50)",361,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 361}",0.5535714285714286,0.5,0.5142857142857142,0.48928571428571427,0.5,0.5114285714285715,0.02251983252919208,348,0.8428571428571429,0.6169642857142857,0.53125,0.51875,0.6696428571428571,0.6358928571428571,0.11747692999747929
6,46.091868209838864,18.885964246595723,0.042142486572265624,0.03891696192142352,0.1,"(50, 50)",140,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 140}",0.5142857142857142,0.5571428571428572,0.5214285714285715,0.5785714285714286,0.5214285714285715,0.5385714285714286,0.024989793835051306,214,0.6723214285714286,0.7767857142857143,0.7901785714285714,0.8285714285714286,0.7607142857142857,0.7657142857142858,0.05180603049760102
7,68.0789297580719,14.172665437699601,0.43559989929199217,0.4182156522703713,0.1,"(50, 50)",334,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 334}",0.5428571428571428,0.5178571428571429,0.5071428571428571,0.48928571428571427,0.5214285714285715,0.5157142857142857,0.01758361946441596,338,0.9473214285714285,0.9598214285714286,0.75625,0.7473214285714286,0.7151785714285714,0.8251785714285713,0.10579268328544604
8,29.887586641311646,10.117365902217907,0.07033915519714355,0.09855733520211847,0.1,"(50, 50)",112,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 112}",0.5321428571428571,0.5678571428571428,0.5357142857142857,0.5964285714285714,0.5821428571428572,0.5628571428571428,0.02531435020952765,62,0.6651785714285714,0.7473214285714286,0.7964285714285714,0.83125,0.7366071428571429,0.7553571428571428,0.05655952255665474
9,36.479497623443606,4.3043856719199995,0.13105082511901855,0.13926602886250564,0.1,"(50, 50)",306,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 306}",0.5678571428571428,0.5107142857142857,0.5392857142857143,0.5428571428571428,0.5964285714285714,0.5514285714285714,0.028891069165938133,111,0.8821428571428571,0.7339285714285714,0.8107142857142857,0.9142857142857143,0.8553571428571428,0.8392857142857142,0.06266814117530013
10,16.331484222412108,3.4797323611907736,0.05974311828613281,0.05398454847835992,0.1,"(50, 50)",500,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 500}",0.5321428571428571,0.525,0.5071428571428571,0.55,0.5607142857142857,0.535,0.01881705696045643,242,0.8517857142857143,0.675,0.8339285714285715,0.8883928571428571,0.6375,0.7773214285714285,0.10109981933410046
