k,GMM,Kmeans
2,0.03767511167315004,0.15366270440150456
3,0.0089235160708206,0.1367519363254905
4,0.08437299281138728,0.13427231079156826
5,0.09364390484078253,0.13031491495486253
6,0.10239162149834094,0.12690632325298262
7,0.09627495287007598,0.12652072942149034
8,0.10687280645500122,0.125245833378826
9,0.10327224961955338,0.12774275893721326
10,0.10213966130328324,0.12422866423129879
15,0.1011243625956804,0.12444487126088957
20,0.11880631648179817,0.12524031313889633
25,0.11149465264949507,0.11749153232226414
30,0.10981000378872408,0.11505878838192478
35,0.10509338047154416,0.10794365633864164
40,0.10673653117164669,0.10987265362439395
