k,GMM,Kmeans
2,0.5214285714285715,0.5857142857142857
3,0.5326530612244897,0.5744897959183674
4,0.5275510204081633,0.5540816326530612
5,0.6091836734693877,0.5295918367346939
6,0.5806122448979592,0.5336734693877551
7,0.6,0.5693877551020409
8,0.6295918367346939,0.6408163265306123
9,0.6316326530612245,0.639795918367347
10,0.6326530612244898,0.676530612244898
15,0.6693877551020408,0.6653061224489796
20,0.7173469387755103,0.7153061224489796
25,0.7438775510204082,0.7551020408163265
30,0.7816326530612245,0.7591836734693878
35,0.7612244897959184,0.7846938775510204
40,0.7663265306122449,0.7602040816326531
