k,GMM,Kmeans
2,0.0006550124875731915,0.020590936995635734
3,0.003029951426290884,0.010647522439081765
4,0.0007819571463485989,0.003765222558924576
5,0.014948508367357793,0.0001825443845416575
6,0.011194468514527912,0.0006887320318910327
7,0.01264213340494224,0.005881411853032107
8,0.021780631760784895,0.026411183607094484
9,0.023742456638136816,0.02624427569306424
10,0.021824180109652452,0.033315719270272895
15,0.030962723468694078,0.028772970885526734
20,0.043229406503208105,0.04244134302668788
25,0.049577514176639796,0.056870340802215896
30,0.0599996766125993,0.05096710361684058
35,0.053145092722835144,0.05943526184848028
40,0.054405347168620756,0.050474571882736664
