,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.5131802082061767,0.12138015119983056,0.0029993057250976562,0.0006323343469996556,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 2}",0.6122448979591837,0.5816326530612245,0.6020408163265306,0.6071428571428571,0.6581632653061225,0.6122448979591837,0.025202222520874437,113,0.6045918367346939,0.6301020408163265,0.6224489795918368,0.625,0.6058673469387755,0.6176020408163265,0.010406162272638327
1,0.9890307426452637,0.4571344680376047,0.005348634719848633,0.0073714509454977555,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 3}",0.6071428571428571,0.6071428571428571,0.5663265306122449,0.6275510204081632,0.6479591836734694,0.6112244897959184,0.02707448808453387,115,0.6466836734693877,0.6262755102040817,0.6058673469387755,0.6147959183673469,0.6568877551020408,0.6301020408163265,0.019124147769378867
2,0.8639411926269531,0.15654945581817722,0.0038138389587402343,0.005665457840742148,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 4}",0.576530612244898,0.5561224489795918,0.5867346938775511,0.6173469387755102,0.6632653061224489,0.6,0.0372972793520348,149,0.6262755102040817,0.5816326530612245,0.6275510204081632,0.6135204081632653,0.6122448979591837,0.6122448979591837,0.016552171630110555
3,0.8254548072814941,0.3073211536250896,0.0038006782531738283,0.0003994971022745378,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 5}",0.5561224489795918,0.6122448979591837,0.6173469387755102,0.5612244897959183,0.5969387755102041,0.5887755102040816,0.025530604088156748,171,0.6326530612244898,0.5931122448979592,0.6147959183673469,0.5446428571428571,0.5829081632653061,0.5936224489795918,0.02995249953239688
4,0.969001054763794,0.31700703252481527,0.0032000064849853514,0.00039913718058489267,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 6}",0.5306122448979592,0.6020408163265306,0.7040816326530612,0.6938775510204082,0.7295918367346939,0.6520408163265307,0.07445484223246815,49,0.5676020408163265,0.6262755102040817,0.6926020408163265,0.6926020408163265,0.6836734693877551,0.6525510204081633,0.049159957022228175
5,0.8721656799316406,0.3052614758970687,0.0022000789642333983,0.0011661474537711912,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 7}",0.5969387755102041,0.5663265306122449,0.6581632653061225,0.6377551020408163,0.6836734693877551,0.6285714285714286,0.04212197436846997,83,0.6696428571428571,0.6058673469387755,0.6721938775510204,0.6313775510204082,0.6339285714285714,0.6426020408163264,0.025129817053111732
6,0.6718532562255859,0.10100888914125318,0.007199478149414062,0.010457121757408509,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 8}",0.6326530612244898,0.6224489795918368,0.6428571428571429,0.6326530612244898,0.6122448979591837,0.6285714285714286,0.010406162272638348,83,0.6556122448979592,0.6479591836734694,0.6632653061224489,0.6339285714285714,0.5701530612244898,0.6341836734693878,0.033450483088073454
7,0.9487158775329589,0.291011468567104,0.0008577823638916016,0.0010525868336687995,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 9}",0.6581632653061225,0.6173469387755102,0.673469387755102,0.6683673469387755,0.5969387755102041,0.6428571428571429,0.0302701979065129,66,0.6811224489795918,0.6658163265306123,0.6913265306122449,0.6747448979591837,0.576530612244898,0.6579081632653062,0.04153073760197698
8,0.5669619083404541,0.26321316336493034,0.0036155223846435548,0.0022766675763174335,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 10}",0.6020408163265306,0.6530612244897959,0.4897959183673469,0.5459183673469388,0.5969387755102041,0.5775510204081633,0.055459911190617106,211,0.625,0.7219387755102041,0.5216836734693877,0.5497448979591837,0.5714285714285714,0.5979591836734693,0.07063793475113692
9,0.9647092342376709,0.1423787129876723,0.0008001327514648438,0.0009799585881997055,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 15}",0.673469387755102,0.6581632653061225,0.6479591836734694,0.7142857142857143,0.7091836734693877,0.6806122448979591,0.026726124191242432,33,0.6977040816326531,0.7283163265306123,0.6607142857142857,0.6977040816326531,0.7104591836734694,0.6989795918367346,0.022180678693147115
10,0.8491246223449707,0.3868010967661896,0.002423095703125,0.0004710768720806059,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 20}",0.6275510204081632,0.6479591836734694,0.7244897959183674,0.673469387755102,0.6224489795918368,0.6591836734693878,0.03726935177091771,42,0.6645408163265306,0.6836734693877551,0.7614795918367347,0.625,0.6224489795918368,0.6714285714285715,0.0507172113474687
