iterations,fitness,time,fevals
0,0.0371113499648,0.00865369999883,653
10,0.0487596400107,0.0170217999985,1201
20,0.0562452436623,0.0247165000001,1743
30,0.0578339730203,0.0320533000013,2292
40,0.0705213643928,0.039768300001,2838
50,0.0775498637973,0.0465536000011,3379
60,0.0786199867649,0.0544089000032,3927
70,0.0914099267369,0.061713500003,4474
80,0.0918411583142,0.0683623000041,5028
90,0.0868376342153,0.0749140000044,5570
100,0.099214409034,0.0830779000062,6117
110,0.0927057265713,0.0896108000052,6667
120,0.09868617105,0.0961018000053,7219
130,0.0971450540342,0.102367000007,7771
140,0.0929632650524,0.108710200006,8313
150,0.0925026110695,0.114973500004,8864
160,0.0944551462733,0.121157700003,9408
170,0.0898578855324,0.128467700004,9958
180,0.0953434192568,0.134527500006,10508
190,0.100512389845,0.141386900003,11064
200,0.0998085893409,0.147603900001,11608
210,0.0949347432163,0.153728599998,12149
220,0.0954034926422,0.159871700002,12699
230,0.0908599154256,0.166762700002,13251
240,0.096090460629,0.173183300005,13793
250,0.101856920509,0.179423500005,14340
260,0.10017020522,0.186952300006,14890
270,0.10357866136,0.193267100007,15439
280,0.0975576999305,0.200174200007,15990
290,0.103293258539,0.206437500008,16548
300,0.106669039236,0.212589400006,17092
310,0.105713065844,0.218698000004,17638
320,0.106400188016,0.225024000007,18188
330,0.108602321636,0.230922800009,18730
340,0.110136975216,0.238537100009,19270
350,0.110580394345,0.244439400009,19817
360,0.110580394345,0.250131900008,20366
370,0.110020734786,0.256064600006,20918
380,0.103598032572,0.262198300006,21457
390,0.102672293191,0.268372300005,22006
400,0.10260373686,0.274350000003,22557
410,0.109251083562,0.280120900003,23097
420,0.105823724678,0.287145600003,23643
430,0.107759844608,0.292933700002,24185
440,0.101971732596,0.301333200001,24736
450,0.104625073568,0.307194199999,25289
460,0.102924018519,0.313649799999,25838
470,0.108237199535,0.319392299996,26393
480,0.107816286637,0.325161399996,26935
490,0.112569587826,0.331804099998,27474
500,0.111581061759,0.337540099998,28026
510,0.112602072703,0.343335499998,28574
520,0.112246184931,0.348966699999,29119
530,0.112931640697,0.354667399999,29668
540,0.112692174582,0.3607147,30212
550,0.113301522157,0.3664149,30757
560,0.11314729595,0.372204400002,31306
570,0.113667662405,0.379031,31847
580,0.113064189436,0.3846963,32396
590,0.11072490427,0.390550799999,32948
600,0.110669514156,0.396346699999,33488
610,0.111240467779,0.402077999999,34030
620,0.110461232845,0.4076905,34571
630,0.111198768633,0.413395800002,35114
640,0.112406214577,0.419008500001,35658
650,0.108427789684,0.4249509,36209
660,0.110832911647,0.4313583,36757
670,0.110059695379,0.4372272,37311
680,0.101568739296,0.443164600001,37873
690,0.109244848645,0.448975700001,38420
700,0.111656317965,0.454829300004,38964
710,0.108824148814,0.460895700005,39512
720,0.109708364555,0.467830600006,40060
730,0.108477522682,0.476649700006,40611
740,0.111102506545,0.483120800003,41154
750,0.104223218039,0.489236000005,41701
760,0.102881764842,0.495372200006,42252
770,0.106816586599,0.501348200007,42803
780,0.109689986545,0.507156500007,43343
790,0.109851723556,0.513617200006,43892
800,0.103792518573,0.519969000004,44442
810,0.108355083436,0.526373200002,44994
820,0.111924079658,0.532448800004,45542
830,0.104115880677,0.538590200005,46093
840,0.103987037293,0.544553200005,46638
850,0.107283452395,0.551130300006,47191
860,0.114567814028,0.557051700005,47733
870,0.114567814028,0.562904500006,48279
880,0.114648734773,0.568552900004,48831
890,0.114432021733,0.575652600004,49374
900,0.113369173398,0.581400300005,49921
910,0.114012068279,0.587324300002,50472
920,0.114976680015,0.593287900003,51022
930,0.114976680015,0.599227300001,51576
940,0.112804947439,0.605075400003,52126
950,0.112885290617,0.611386700002,52670
960,0.112090318794,0.617204300004,53218
970,0.106217104376,0.623900400005,53766
980,0.107510368149,0.630050100008,54312
990,0.112031705915,0.635814700006,54851
1000,0.112783142436,0.641732200005,55401
1010,0.112215087565,0.647492600005,55954
1020,0.111747774741,0.653142500003,56496
1030,0.113046135426,0.658939000004,57043
1040,0.115053346223,0.665511200004,57593
1050,0.113098273737,0.673285800003,58145
1060,0.113208805094,0.679074600004,58696
1070,0.114130834138,0.685005700005,59246
1080,0.114456349599,0.690675800004,59783
1090,0.116197253253,0.696384000003,60328
1100,0.116193191001,0.702117800003,60877
1110,0.115736607084,0.707792600002,61417
1120,0.116155285543,0.713467000001,61967
1130,0.116097553418,0.719328800002,62514
1140,0.116511902756,0.725597600001,63057
1150,0.11609688707,0.731200400001,63616
1160,0.116073297129,0.7369024,64158
1170,0.116193191001,0.742531899999,64702
1180,0.116134754417,0.749956700001,65250
1190,0.115863851828,0.755585000003,65796
1200,0.116193191001,0.762318900004,66347
1210,0.116134754417,0.767940900005,66894
1220,0.115923113248,0.773923000004,67437
1230,0.116193191001,0.779790400004,67976
1240,0.115923113248,0.785457700003,68524
1250,0.116122132098,0.791413700004,69072
1260,0.116155285543,0.798108800005,69617
1270,0.11609688707,0.803839500004,70160
1280,0.116574590105,0.809816000005,70706
1290,0.116193191001,0.815863500007,71259
1300,0.115691521105,0.821602700009,71811
1310,0.116097553418,0.827432600006,72360
1320,0.113896282513,0.833208500007,72906
1330,0.11363558293,0.839104900006,73451
1340,0.113075435504,0.844974600004,74004
1350,0.113695212577,0.850881000002,74553
1360,0.109855913372,0.858037100003,75110
1370,0.109509208239,0.8638784,75654
1380,0.103239979191,0.870003299999,76200
1390,0.110825688624,0.876019599997,76752
1400,0.107339908316,0.882058999996,77298
1410,0.0989873888153,0.888253799996,77844
1420,0.100096518323,0.894470399995,78387
1430,0.0956082925731,0.900628799998,78930
1440,0.0920114940398,0.906778500001,79482
1450,0.0872245655005,0.913347899997,80027
1460,0.0932292984617,0.919456099997,80572
1470,0.101415751738,0.925738099995,81118
1480,0.0990044685217,0.931978599994,81671
1490,0.095223472736,0.938305999993,82220
1500,0.106271900059,0.944700999993,82762
1510,0.107874068057,0.951061999993,83310
1520,0.104860703615,0.958331499991,83858
1530,0.111577864035,0.96430919999,84402
1540,0.096407859492,0.97048779999,84958
1550,0.101746202423,0.976565699992,85505
1560,0.092989068895,0.983049999992,86057
1570,0.091562406038,0.989581199992,86617
1580,0.102827257586,0.99601069999,87163
1590,0.0991943214765,1.00227129999,87704
1600,0.100988394832,1.00849929999,88252
1610,0.102737550928,1.01460929999,88804
1620,0.107324293574,1.02061329999,89359
1630,0.108632182754,1.02753309999,89909
1640,0.101387598846,1.03366469999,90459
1650,0.105791216976,1.03974059999,91020
1660,0.104466914079,1.04573309999,91564
1670,0.0953187502862,1.05292749999,92114
1680,0.101202317706,1.05909529998,92664
1690,0.101121826788,1.06547849999,93213
1700,0.0962551589814,1.07164149999,93755
1710,0.0927288671049,1.07815689999,94296
1720,0.090490066255,1.08472799999,94845
1730,0.0929084985229,1.09113189999,95392
1740,0.0923436488671,1.09755309999,95937
1750,0.0903306820502,1.10375449999,96476
1760,0.0982457108302,1.11037569998,97018
1770,0.0945013113432,1.11688679998,97568
1780,0.0928624160399,1.12431519998,98112
1790,0.0972185192535,1.13054709998,98669
1800,0.0983089604786,1.13703719998,99211
1810,0.0972545321037,1.14343109998,99760
1820,0.0971846268908,1.14980869998,100303
1830,0.0971332762077,1.15918339998,100848
1840,0.0941624210085,1.16539219998,101390
1850,0.0937697716674,1.17201759998,101937
1860,0.09685563317,1.17849349998,102476
1870,0.0902365960375,1.18871739998,103018
1880,0.0886031655293,1.19526869998,103561
1890,0.0920170773647,1.20172629998,104109
1900,0.099360612029,1.20810329998,104662
1910,0.101035165927,1.21480269998,105211
1920,0.101958723371,1.22098559998,105754
1930,0.100983093886,1.22755269998,106302
1940,0.10951815948,1.23371789998,106844
1950,0.107674115873,1.23980149998,107384
1960,0.105625432151,1.24593409998,107923
1970,0.105804625053,1.25197279998,108470
1980,0.101524776451,1.25831479998,109018
1990,0.100725693814,1.26551069998,109566
2000,0.105095820477,1.27185129998,110117
2010,0.103020764223,1.27847019998,110665
2020,0.0994834389159,1.28671379998,111224
2030,0.0966941130863,1.29313179998,111780
2040,0.0981996424595,1.29994379998,112323
2050,0.103514133906,1.30624699997,112874
2060,0.0964036061072,1.31259559997,113423
2070,0.105870570085,1.31864319997,113972
2080,0.103273746471,1.32492189998,114515
2090,0.104398344003,1.33129569998,115055
2100,0.104454724597,1.33746359998,115609
2110,0.109053086832,1.34385089998,116152
2120,0.10887660681,1.34975769998,116706
2130,0.109245296956,1.35570729998,117257
2140,0.107795892954,1.36174819998,117812
2150,0.114937708085,1.36888219997,118364
2160,0.115026156586,1.37492309997,118915
2170,0.106218971479,1.38077579997,119465
2180,0.104705740401,1.38687669997,120019
2190,0.0982831485316,1.39292029998,120568
2200,0.0983381202426,1.39934109998,121118
2210,0.104011163037,1.40547419998,121676
2220,0.104385707747,1.41192679997,122219
2230,0.1032061315,1.41840619998,122762
2240,0.0999114719823,1.42458009998,123307
2250,0.102303830145,1.43173089998,123858
2260,0.114233101904,1.43763409998,124405
2270,0.114751453277,1.44347869998,124956
2280,0.114751453277,1.45352889998,125500
2290,0.115097037421,1.46005259998,126047
2300,0.115008479921,1.46699389998,126596
2310,0.114751453277,1.47279029998,127145
2320,0.108106839103,1.47849349998,127691
2330,0.107134203144,1.48409299998,128239
2340,0.108200417343,1.48984359998,128785
2350,0.108200417343,1.49608339998,129336
2360,0.109298648044,1.50171419998,129885
2370,0.109555204499,1.50779749998,130432
2380,0.109298648044,1.51343149998,130969
2390,0.105954941435,1.51925799997,131516
2400,0.106527760936,1.52506289997,132066
2410,0.102355778098,1.53097399998,132609
2420,0.0954826163523,1.53712939997,133156
2430,0.101083350691,1.54319109998,133696
2440,0.105931067688,1.54928819997,134247
2450,0.110428291284,1.55732659997,134795
2460,0.114488801431,1.56421269997,135341
2470,0.111382839565,1.57007409997,135895
2480,0.110897127031,1.57592259998,136443
2490,0.11115565746,1.58195489998,136985
2500,0.102979313932,1.58808909998,137531
2510,0.103988452526,1.59437699998,138081
2520,0.101893892846,1.60071779997,138619
2530,0.108212052832,1.60685599997,139160
2540,0.103211689034,1.61296239997,139707
2550,0.1063214431,1.61915179997,140252
2560,0.0961905174015,1.62522719997,140801
2570,0.100807077463,1.63158539997,141346
2580,0.102043917882,1.63777479997,141897
2590,0.105306447892,1.64393719997,142444
2600,0.106003775295,1.65003579998,142991
2610,0.105023570196,1.65593559997,143540
2620,0.106061052578,1.66372969997,144094
2630,0.0995870427612,1.67076999998,144641
2640,0.0996948739478,1.67720439997,145192
2650,0.0891691106053,1.68360109998,145734
2660,0.0878739833069,1.69026429998,146286
2670,0.0841632068363,1.69880219998,146835
2680,0.0914238229979,1.70584049998,147378
2690,0.0852750013394,1.71251789997,147920
2700,0.0845556818422,1.71924199997,148466
2710,0.085886781035,1.72594459997,149006
2720,0.0902165328336,1.73236769997,149561
2730,0.0907153246796,1.73940609997,150102
2740,0.0900585547115,1.74613519997,150649
2750,0.105223023632,1.75284619997,151193
2760,0.108050678883,1.75939429997,151740
2770,0.107773589055,1.76533599996,152291
2780,0.107248562028,1.77234289997,152841
2790,0.109604619911,1.77823359997,153394
2800,0.105166966336,1.78424179996,153949
2810,0.102396588274,1.79035129996,154492
2820,0.103190970707,1.80119089996,155045
2830,0.0945835781185,1.80760009996,155607
2840,0.0953207150972,1.81407279996,156162
2850,0.105274048625,1.82046169996,156712
2860,0.1051846441,1.82669369996,157256
2870,0.1051846441,1.83274079996,157803
2880,0.106730480183,1.83873919996,158359
2890,0.119307001693,1.84465519996,158911
2900,0.1078083682,1.85075219996,159458
2910,0.113776533371,1.85741989996,159999
2920,0.114936908208,1.86413559996,160548
2930,0.10645178721,1.87133489996,161097
2940,0.102491110713,1.87723479996,161638
2950,0.104078246431,1.88313909996,162194
2960,0.104183599271,1.89319949996,162748
2970,0.109276478327,1.89891639996,163293
2980,0.104969265275,1.90613719996,163843
2990,0.106344494158,1.91212239996,164390
3000,0.108526903205,1.91807479996,164935
